plotIDyear,ACUHYD,AGORET,AMPINT,ANIRUS,CALFRI,CHLEMA,CICSEX,CYMNEG,GASHON,HARRUB,OLIPAR,POELUC,SYNAME,APELUC2,CARGOR,CARSER,CYMCRI,CYMLIM,CYMPLA2,DICPOL,MYACYA,NOTAEN,PLADEC,PTEADO,PTECOR1,PTEMUT2,PTEPEN,PTEROS,PTETRI3,SPHCAN,SPHSTE3,SYNIMP,TRIAUT,cups,totalIndividuals,density,ShannonBeetle,SimpsonBeetle,spNum,CARGOR_den,SYNIMP_den,SPHSTE3_den,PTETRI3_den,PTEPEN_den,CARGOR_relabun,SYNIMP_relabun,SPHSTE3_relabun,PTETRI3_relabun,PTEPEN_relabun,plotID,nlcdClass,DF_BA,EGBA,AM_BA,ECM_BA,totalBA,PerEG_BA,PerECM_BA,Shan_BA,Sim_BA,DF_ST,EF_ST,AM_ST,ECM_ST,totalStems,PerEG_ST,PerECM_ST,Shan_ST,Sim_ST,logDen,logSYN,sqrtSYN,logcCARGOR,logCARGOR_relabun,logPTETRI3,logPTETRI3_relabun,logPTEPEN_den,logPTEPEN_relabun,logSPHSTE3_den,logSPHSTE3_relabun,siteID
HARV_010 2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,1,0,0,0,0,0,0,6,4,1,9,69,0,35,102,2.914285714285714,1.1147474792593615,0.5155709342560553,7,34.285714285714285,197.14285714285717,25.71428571428571,11.428571428571429,0,11.76470588235294,67.64705882352942,8.823529411764707,3.9215686274509802,0,HARV_010,mixedForest,5198.682505,4318.01918,609.5951299999999,8907.106555,9516.701685,45.373064354911534,93.59447054055683,1.1028810201998054,0.619304520372753,5,8,3,10,13,61.53846153846154,76.92307692307693,1.1569876443452742,0.6272189349112427,1.0696247517948574,5.288988271259519,8.224783208299744,3.563478187572664,2.5466840094842436,2.5199979695992702,1.5936273064074582,0,0,3.2851984677992734,2.2847804683605393,HARV
HARV_010 2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,1,0,0,0,1,8,2,3,6,0,40,25,0.625,1.804313535190778,0.8,8,7.5,15,7.5,20,0,12,24,12,32,0,HARV_010,mixedForest,5198.682505,4318.01918,609.5951299999999,8907.106555,9516.701685,45.373064354911534,93.59447054055683,1.1028810201998054,0.619304520372753,5,8,3,10,13,61.53846153846154,76.92307692307693,1.1569876443452742,0.6272189349112427,-0.4700036292457356,2.772588722239781,4.898979485566356,2.1400661634962708,2.5649493574615367,3.044522437723423,3.4965075614664802,0,0,2.1400661634962708,2.5649493574615367,HARV
HARV_010 2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,1,0,0,0,0,1,1,0,2,0,2,0,10,3,1,23,15,0,44,88,2,1.7559393648112076,0.7784090909090909,11,65.9090909090909,34.090909090909086,52.27272727272727,6.8181818181818175,0,32.95454545454545,17.045454545454543,26.136363636363637,3.4090909090909087,0,HARV_010,mixedForest,5198.682505,4318.01918,609.5951299999999,8907.106555,9516.701685,45.373064354911534,93.59447054055683,1.1028810201998054,0.619304520372753,5,8,3,10,13,61.53846153846154,76.92307692307693,1.1569876443452742,0.6272189349112427,0.6931471805599453,3.5579420966664603,4.128614119223852,4.203334845930506,3.5250227317745013,2.056452023455137,1.4836685251450668,0,0,3.975424516778642,3.300874660034286,HARV
HARV_010 2018,0,0,0,0,0,0,0,0,0,0,0,0,0,1,78,0,2,0,0,0,5,0,0,0,0,1,0,7,4,4,30,79,1,30,212,7.066666666666666,1.48304476461454,0.7032306870772518,11,260,263.3333333333333,100,13.333333333333334,0,36.79245283018868,37.264150943396224,14.150943396226415,1.8867924528301887,0,HARV_010,mixedForest,5198.682505,4318.01918,609.5951299999999,8907.106555,9516.701685,45.373064354911534,93.59447054055683,1.1028810201998054,0.619304520372753,5,8,3,10,13,61.53846153846154,76.92307692307693,1.1569876443452742,0.6272189349112427,1.955388893009857,5.5772109329667385,6.104436988240294,5.564520407322694,3.6321094221136963,2.662587827025453,1.0601460078403135,0,0,4.61512051684126,2.7180628003946397,HARV
HARV_010 2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,3,0,0,0,2,0,3,0,2,0,0,0,6,3,8,7,21,0,30,130,4.333333333333333,1.4720410718412582,0.6301775147928996,10,250,70,23.333333333333332,10,0,57.692307692307686,16.153846153846153,5.384615384615385,2.307692307692308,0,HARV_010,mixedForest,5198.682505,4318.01918,609.5951299999999,8907.106555,9516.701685,45.373064354911534,93.59447054055683,1.1028810201998054,0.619304520372753,5,8,3,10,13,61.53846153846154,76.92307692307693,1.1569876443452742,0.6272189349112427,1.466337068793427,4.2626798770413155,4.019184762342502,5.5254529391317835,4.072308673822921,2.3978952727983707,1.1962507582320259,0,0,3.1918471524802814,1.8538912503350613,HARV
HARV_013 2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,6.5,0,0,1,3.5,1,0,36,17,0.4722222222222222,1.3862383968935905,0.7179930795847751,5,13.88888888888889,2.7777777777777777,9.722222222222223,0,18.055555555555554,29.411764705882355,5.88235294117647,20.588235294117645,0,38.23529411764706,HARV_013,evergreenForest,3550.593535,18931.861785000005,1459.152655,21023.302665,22482.455319999997,84.20726969335308,93.5098162801553,0.5431661732159476,0.2780475873073941,2,10,1,11,12,83.33333333333334,91.66666666666666,0.5660857389596289,0.29166666666666663,-0.750305594399894,1.329135947279942,2.4253562503633295,2.700615222614692,3.414829530452213,0,0,2.947358689269775,3.6695767018594077,2.372318431008721,3.072148503998354,HARV
HARV_013 2015,0,2,0,0,0,1,0,0,0,0,0,0,0,0,9,0,0,0,0,2,0,0,0,0,0,0,1,0,0,2,8,7,0,36,32,0.8888888888888888,1.7722731635431164,0.796875,8,25,19.444444444444446,22.22222222222222,0,2.7777777777777777,28.125,21.875,25,0,3.125,HARV_013,evergreenForest,3550.593535,18931.861785000005,1459.152655,21023.302665,22482.455319999997,84.20726969335308,93.5098162801553,0.5431661732159476,0.2780475873073941,2,10,1,11,12,83.33333333333334,91.66666666666666,0.5660857389596289,0.29166666666666663,-0.11778303565638351,3.0177111802727663,4.677071733467427,3.258096538021482,3.371596911885865,0,0,1.329135947279942,1.4170660197866443,3.1451096746285914,3.258096538021482,HARV
HARV_013 2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,4,5,0,0,39,11,0.28205128205128205,1.162225544921092,0.6446280991735538,4,0,0,12.82051282051282,0,0,0,0,45.45454545454545,0,0,HARV_013,evergreenForest,3550.593535,18931.861785000005,1459.152655,21023.302665,22482.455319999997,84.20726969335308,93.5098162801553,0.5431661732159476,0.2780475873073941,2,10,1,11,12,83.33333333333334,91.66666666666666,0.5660857389596289,0.29166666666666663,-1.2656663733312759,0,0,0,0,0,0,0,0,2.626153924779351,3.8384743174053337,HARV
HARV_013 2017,0,1,0,0,0,0,0,0,0,0,2,0,0,0,10,0,2,0,0,0,0,0,0,0,0,0,0,0,0,8,9,9,0,44,41,0.9318181818181818,1.7139619599318472,0.8007138607971446,7,22.727272727272727,20.454545454545457,20.454545454545457,0,0,24.390243902439025,21.951219512195124,21.951219512195124,0,0,HARV_013,evergreenForest,3550.593535,18931.861785000005,1459.152655,21023.302665,22482.455319999997,84.20726969335308,93.5098162801553,0.5431661732159476,0.2780475873073941,2,10,1,11,12,83.33333333333334,91.66666666666666,0.5660857389596289,0.29166666666666663,-0.07061756721395342,3.06593653222724,4.6852128566581825,3.166625134524323,3.234365001910661,0,0,0,0,3.06593653222724,3.1333710728810718,HARV
HARV_013 2018,0,0,1,0,0,0,0,0,0,0,1,0,0,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,41,15,0,30,81,2.7,1.2564473326525687,0.6474622770919067,7,66.66666666666666,50,136.66666666666666,0,0,24.691358024691358,18.51851851851852,50.617283950617285,0,0,HARV_013,evergreenForest,3550.593535,18931.861785000005,1459.152655,21023.302665,22482.455319999997,84.20726969335308,93.5098162801553,0.5431661732159476,0.2780475873073941,2,10,1,11,12,83.33333333333334,91.66666666666666,0.5660857389596289,0.29166666666666663,0.9932517730102834,3.9318256327243257,4.303314829119352,4.214593690373677,3.2461546717211958,0,0,0,0,4.924835304292923,3.9438565766841265,HARV
HARV_013 2019,0,0,1,0,0,0,0,0,0,0,0,0,0,1,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,45,2,0,30,70,2.3333333333333335,1.046401383253012,0.5244897959183672,7,56.666666666666664,6.666666666666667,150,0,0,24.285714285714285,2.857142857142857,64.28571428571429,0,0,HARV_013,evergreenForest,3550.593535,18931.861785000005,1459.152655,21023.302665,22482.455319999997,84.20726969335308,93.5098162801553,0.5431661732159476,0.2780475873073941,2,10,1,11,12,83.33333333333334,91.66666666666666,0.5660857389596289,0.29166666666666663,0.8472978603872037,2.03688192726104,1.6903085094570331,4.054679305829669,3.230239583518516,0,0,0,0,5.017279836814924,4.178773241838892,HARV
HARV_014 2014,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,16.416666666666668,0,0,0,2,0,0,0,0,0,0,0,8.666666666666668,5.75,14.25,0,13.166666666666668,22.25,0,37,84,2.27027027027027,1.841149048201888,0.8220781368102796,8,44.36936936936937,60.13513513513513,35.58558558558559,38.513513513513516,23.423423423423426,19.543650793650798,26.488095238095237,15.674603174603178,16.964285714285715,10.317460317460318,HARV_014,mixedForest,8854.210985,9040.500165,971.2079099999999,16923.50324,17894.711149999996,50.52051463261535,94.57265388717941,1.1694718706627765,0.6447489388971991,13,9,4,18,22,40.909090909090914,81.81818181818183,1.3222894693966978,0.7148760330578512,0.8198988861990891,4.1130867440318415,5.146658647908878,3.8148371938519037,3.0225519293904783,3.6766427276654996,2.8883856599245354,3.1955426481863314,2.4263466940227634,3.599654326373964,2.8138867938935226,HARV
HARV_014 2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1,0,0,0,0,0,0,0,0,0,0,10,6,5,4,7,54,0,36,107,2.9722222222222223,1.5297453785656754,0.6905406585728011,8,55.55555555555556,150,19.444444444444446,13.88888888888889,27.77777777777778,18.69158878504673,50.467289719626166,6.5420560747663545,4.672897196261682,9.345794392523365,HARV_014,mixedForest,8854.210985,9040.500165,971.2079099999999,16923.50324,17894.711149999996,50.52051463261535,94.57265388717941,1.1694718706627765,0.6447489388971991,13,9,4,18,22,40.909090909090914,81.81818181818183,1.3222894693966978,0.7148760330578512,1.0893098960057963,5.017279836814924,7.104033341674725,4.035223439214303,2.980191579342283,2.700615222614692,1.7356999565975921,3.3596034843633182,2.336580098246731,3.0177111802727663,2.0204948338080424,HARV
HARV_014 2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,6,4,0,38,22,0.5789473684210527,1.5941666991180168,0.7520661157024794,7,21.052631578947366,10.526315789473683,15.789473684210526,2.631578947368421,0,36.36363636363637,18.181818181818183,27.27272727272727,4.545454545454546,0,HARV_014,mixedForest,8854.210985,9040.500165,971.2079099999999,16923.50324,17894.711149999996,50.52051463261535,94.57265388717941,1.1694718706627765,0.6447489388971991,13,9,4,18,22,40.909090909090914,81.81818181818183,1.3222894693966978,0.7148760330578512,-0.5465437063680699,2.4446327506500602,4.264014327112209,3.093431940755697,3.620697941697864,1.2896675254308188,1.7129785913749407,0,0,2.820752123618404,3.3418976393808637,HARV
HARV_014 2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,0,0,0,0,0,2,0,0,0,0,2,4,9,1,3,13,1,43,52,1.2093023255813953,1.8532747679740018,0.7995562130177515,10,37.2093023255814,30.23255813953488,6.976744186046512,20.930232558139537,4.651162790697675,30.76923076923077,25,5.769230769230769,17.307692307692307,3.8461538461538463,HARV_014,mixedForest,8854.210985,9040.500165,971.2079099999999,16923.50324,17894.711149999996,50.52051463261535,94.57265388717941,1.1694718706627765,0.6447489388971991,13,9,4,18,22,40.909090909090914,81.81818181818183,1.3222894693966978,0.7148760330578512,0.19004360288786487,3.441461080829675,5,3.643079002343706,3.458498235499496,3.0878661669398952,2.907321316209938,1.731861327646986,1.578185368929996,2.0765303314723775,1.9123874570166697,HARV
HARV_021 2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,0,0,1,0,36,16,0.4444444444444444,1.1246702892376166,0.609375,4,0,2.7777777777777777,0,25,8.333333333333332,0,6.25,0,56.25,18.75,HARV_021,evergreenForest,2801.0615799999996,4545.45285,2644.8963249999997,4701.618105,7346.514429999999,61.872237416948764,63.99794283123732,0.7467049768085732,0.4871159493129533,7,4,6,5,11,36.36363636363637,45.45454545454545,0.9164648855394713,0.5619834710743802,-0.8109302162163288,1.329135947279942,2.5,0,0,3.258096538021482,4.047427642434349,2.2335922215070942,2.9831534913471307,0,0,HARV
HARV_021 2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,13,1,1,9,0,33,32,0.9696969696969697,1.451286238074702,0.720703125,6,0,27.27272727272727,3.0303030303030303,39.39393939393939,9.090909090909092,0,28.125,3.125,40.625,9.375,HARV_021,evergreenForest,2801.0615799999996,4545.45285,2644.8963249999997,4701.618105,7346.514429999999,61.872237416948764,63.99794283123732,0.7467049768085732,0.4871159493129533,7,4,6,5,11,36.36363636363637,45.45454545454545,0.9164648855394713,0.5619834710743802,-0.03077165866675366,3.3418976393808637,5.303300858899107,0,0,3.6986797587122284,3.7287009483006077,2.3116349285139637,2.339399066116762,1.3938415667552735,1.4170660197866443,HARV
HARV_021 2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5,2,1,1,0,32,14,0.4375,1.6307991045856436,0.7755102040816326,6,0,3.125,3.125,15.625,6.25,0,7.142857142857142,7.142857142857142,35.714285714285715,14.285714285714285,HARV_021,evergreenForest,2801.0615799999996,4545.45285,2644.8963249999997,4701.618105,7346.514429999999,61.872237416948764,63.99794283123732,0.7467049768085732,0.4871159493129533,7,4,6,5,11,36.36363636363637,45.45454545454545,0.9164648855394713,0.5619834710743802,-0.8266785731844679,1.4170660197866443,2.6726124191242437,0,0,2.810907586541918,3.6031659358399066,1.9810014688665833,2.7269186854065928,1.4170660197866443,2.097141118779237,HARV
HARV_021 2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,8,3,4,2,0,43,21,0.4883720930232558,1.7653395327214008,0.780045351473923,8,2.3255813953488373,4.651162790697675,9.30232558139535,18.6046511627907,2.3255813953488373,4.761904761904762,9.523809523809524,19.047619047619047,38.095238095238095,4.761904761904762,HARV_021,evergreenForest,2801.0615799999996,4545.45285,2644.8963249999997,4701.618105,7346.514429999999,61.872237416948764,63.99794283123732,0.7467049768085732,0.4871159493129533,7,4,6,5,11,36.36363636363637,45.45454545454545,0.9164648855394713,0.5619834710743802,-0.7166776779701395,1.731861327646986,3.0860669992418384,1.2016445145663448,1.751268107873318,2.975766842308293,3.6660006717290052,1.2016445145663448,1.751268107873318,2.3323696543515733,2.9981103959589586,HARV
HARV_021 2018,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,1,0,0,0,0,0,0,0,2,8,8,3,9,10,0,30,47,1.5666666666666667,1.9844978181873465,0.844726120416478,9,6.666666666666667,33.33333333333333,30,26.666666666666668,6.666666666666667,4.25531914893617,21.27659574468085,19.148936170212767,17.02127659574468,4.25531914893617,HARV_021,evergreenForest,2801.0615799999996,4545.45285,2644.8963249999997,4701.618105,7346.514429999999,61.872237416948764,63.99794283123732,0.7467049768085732,0.4871159493129533,7,4,6,5,11,36.36363636363637,45.45454545454545,0.9164648855394713,0.5619834710743802,0.4489502200479032,3.536116699561526,4.612656040144425,2.03688192726104,1.6592407349179186,3.3202283191284883,2.891553092941996,2.03688192726104,1.6592407349179186,3.4339872044851463,3.00315149147602,HARV
HARV_021 2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,0,1,0,24,7,0.2916666666666667,1.4750763110546947,0.7346938775510204,5,0,4.166666666666666,0,4.166666666666666,12.5,0,14.285714285714285,0,14.285714285714285,42.857142857142854,HARV_021,evergreenForest,2801.0615799999996,4545.45285,2644.8963249999997,4701.618105,7346.514429999999,61.872237416948764,63.99794283123732,0.7467049768085732,0.4871159493129533,7,4,6,5,11,36.36363636363637,45.45454545454545,0.9164648855394713,0.5619834710743802,-1.2321436812926323,1.642227735257091,3.779644730092272,0,0,1.642227735257091,2.7269186854065928,2.6026896854443837,3.780937598531884,0,0,HARV
HARV_022 2014,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.5,0,0,1,0,0,0,1,0,1,0,0,2.5,2,3,2,1,3,0,36,20,0.5555555555555556,2.29844646787303,0.89125,11,6.944444444444445,8.333333333333332,2.7777777777777777,8.333333333333332,6.944444444444445,12.5,15,5,15,12.5,HARV_022,evergreenForest,1968.706505,21114.52278,0,23083.229284999998,23083.229284999998,91.47126911623536,100,0.4298515244983553,0.1794399796718199,8,19,0,27,27,70.37037037037037,100,1.0608569471580214,0.5212620027434842,-0.587786664902119,2.2335922215070942,3.872983346207417,2.0724728723637424,2.6026896854443837,2.2335922215070942,2.772588722239781,2.0724728723637424,2.6026896854443837,1.329135947279942,1.791759469228055,HARV
HARV_022 2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,13,3,11,5,1,20,0,36,61,1.6944444444444444,1.7777281596616463,0.7960225745767266,8,0,55.55555555555556,2.7777777777777777,30.555555555555557,36.11111111111111,0,32.78688524590164,1.639344262295082,18.0327868852459,21.311475409836063,HARV_022,evergreenForest,1968.706505,21114.52278,0,23083.229284999998,23083.229284999998,91.47126911623536,100,0.4298515244983553,0.1794399796718199,8,19,0,27,27,70.37037037037037,100,1.0608569471580214,0.5212620027434842,0.5273549257172012,4.035223439214303,5.725983343138682,0,0,3.4517496608249867,2.94616311752458,3.613916415640481,3.1051011384781546,1.329135947279942,0.9705305008111518,HARV
HARV_022 2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,4,9,3,0,10,0,39,34,0.8717948717948718,1.6068529516797638,0.7785467128027681,6,0,25.64102564102564,0,23.076923076923077,17.94871794871795,0,29.411764705882355,0,26.47058823529412,20.588235294117645,HARV_022,evergreenForest,1968.706505,21114.52278,0,23083.229284999998,23083.229284999998,91.47126911623536,100,0.4298515244983553,0.1794399796718199,8,19,0,27,27,70.37037037037037,100,1.0608569471580214,0.5212620027434842,-0.137201121513485,3.282452344969581,5.423261445466404,0,0,3.1812538330786166,3.3131159136126813,2.941736274818555,3.072148503998354,0,0,HARV
HARV_022 2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,4,12,12,2,0,5,0,44,38,0.8636363636363636,1.6739961343926502,0.7673130193905817,8,2.272727272727273,11.363636363636363,0,27.27272727272727,9.090909090909092,2.631578947368421,13.157894736842104,0,31.57894736842105,10.526315789473683,HARV_022,evergreenForest,1968.706505,21114.52278,0,23083.229284999998,23083.229284999998,91.47126911623536,100,0.4298515244983553,0.1794399796718199,8,19,0,27,27,70.37037037037037,100,1.0608569471580214,0.5212620027434842,-0.1466034741918754,2.5147596129376812,3.6273812505500582,1.1856236656577395,1.2896675254308188,3.3418976393808637,3.483666293518156,2.3116349285139637,2.4446327506500602,0,0,HARV
HARV_022 2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,10,16,2,25,0,30,65,2.1666666666666665,1.4725056011358841,0.7379881656804734,6,0,83.33333333333334,6.666666666666667,33.33333333333333,3.3333333333333335,0,38.46153846153847,3.076923076923077,15.384615384615385,1.5384615384615385,HARV_022,evergreenForest,1968.706505,21114.52278,0,23083.229284999998,23083.229284999998,91.47126911623536,100,0.4298515244983553,0.1794399796718199,8,19,0,27,27,70.37037037037037,100,1.0608569471580214,0.5212620027434842,0.7731898882334817,4.43477720005941,6.201736729460423,0,0,3.536116699561526,2.7963428082478887,1.4663370687934272,0.9315582040049435,2.03688192726104,1.405342556090585,HARV
HARV_022 2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,1,0,1,0,0,5,1,1,1,1,1,0,29,31,1.0689655172413792,1.3697442958937633,0.5910509885535902,9,65.51724137931035,3.4482758620689653,3.4482758620689653,3.4482758620689653,17.24137931034483,61.29032258064516,3.225806451612903,3.225806451612903,3.225806451612903,16.129032258064516,HARV_022,evergreenForest,1968.706505,21114.52278,0,23083.229284999998,23083.229284999998,91.47126911623536,100,0.4298515244983553,0.1794399796718199,8,19,0,27,27,70.37037037037037,100,1.0608569471580214,0.5212620027434842,0.06669137449867214,1.492516574375198,1.796053020267749,4.197461182919255,4.131806077943368,1.492516574375198,1.4412101187160054,2.9036926018718257,2.8407748167567926,1.492516574375198,1.4412101187160054,HARV
