individualID,taxonID,scientificName
NEON.BET.D01.001376,SYNIMP,Synuchus impunctatus
NEON.BET.D01.000983,PTETRI3,Pterostichus tristis
NEON.BET.D01.001168,SYNIMP,Synuchus impunctatus
NEON.BET.D01.001313,SYNIMP,Synuchus impunctatus
NEON.BET.D01.001129,SYNIMP,Synuchus impunctatus
NEON.BET.D01.001090,SYNIMP,Synuchus impunctatus
NEON.BET.D01.000847,PTETRI3,Pterostichus tristis
NEON.BET.D01.001094,SYNIMP,Synuchus impunctatus
NEON.BET.D01.001277,SYNIMP,Synuchus impunctatus
NEON.BET.D01.000721,SYNIMP,Synuchus impunctatus
NEON.BET.D01.001142,SYNIMP,Synuchus impunctatus
NEON.BET.D01.001133,SYNIMP,Synuchus impunctatus
NEON.BET.D01.001180,SYNIMP,Synuchus impunctatus
NEON.BET.D01.001095,SYNIMP,Synuchus impunctatus
NEON.BET.D01.001354,SYNIMP,Synuchus impunctatus
NEON.BET.D01.001605,SYNIMP,Synuchus impunctatus
NEON.BET.D01.000623,SPHSTE3,Sphaeroderus stenostomus
NEON.BET.D01.001304,SYNIMP,Synuchus impunctatus
NEON.BET.D01.001110,SYNIMP,Synuchus impunctatus
NEON.BET.D01.001143,SYNIMP,Synuchus impunctatus
NEON.BET.D01.000881,PTEROS,Pterostichus rostratus
NEON.BET.D01.001607,SYNIMP,Synuchus impunctatus
NEON.BET.D01.001239,SYNIMP,Synuchus impunctatus
NEON.BET.D01.001335,SYNIMP,Synuchus impunctatus
NEON.BET.D01.001362,SYNIMP,Synuchus impunctatus
NEON.BET.D01.000924,PTEPEN,Pterostichus pensylvanicus
NEON.BET.D01.000625,SPHSTE3,Sphaeroderus stenostomus
NEON.BET.D01.001156,SYNIMP,Synuchus impunctatus
NEON.BET.D01.001139,SYNIMP,Synuchus impunctatus
NEON.BET.D01.001402,SYNIMP,Synuchus impunctatus
NEON.BET.D01.000939,PTETRI3,Pterostichus tristis
NEON.BET.D01.001159,SYNIMP,Synuchus impunctatus
NEON.BET.D01.000800,PTETRI3,Pterostichus tristis
NEON.BET.D01.000621,SPHSTE3,Sphaeroderus stenostomus
NEON.BET.D01.001308,SYNIMP,Synuchus impunctatus
NEON.BET.D01.001215,SYNIMP,Synuchus impunctatus
NEON.BET.D01.001157,SYNIMP,Synuchus impunctatus
NEON.BET.D01.001609,SYNIMP,Synuchus impunctatus
NEON.BET.D01.001144,SYNIMP,Synuchus impunctatus
NEON.BET.D01.001636,CARSER,Carabus serratus
NEON.BET.D01.001652,CYMPLA2,Cymindis platicollis
NEON.BET.D01.001650,CYMPLA2,Cymindis platicollis
NEON.BET.D01.001647,CHLEMA,Chlaenius emarginatus
NEON.BET.D01.001660,NOTAEN,Notiophilus aeneus
NEON.BET.D01.001789,SPHSTE3,Sphaeroderus stenostomus
NEON.BET.D01.001612,AGORET,Agonum retractum
NEON.BET.D01.001687,PLADEC,Platynus decentis
NEON.BET.D01.001694,PTEPEN,Pterostichus pensylvanicus
NEON.BET.D01.001651,CYMPLA2,Cymindis platicollis
NEON.BET.D01.001661,NOTAEN,Notiophilus aeneus
NEON.BET.D01.001610,AGORET,Agonum retractum
NEON.BET.D01.001611,AGORET,Agonum retractum
NEON.BET.D01.001810,CYMPLA2,Cymindis platicollis
NEON.BET.D01.001690,PTEMUT2,Pterostichus mutus
NEON.BET.D01.001615,CARGOR,Carabus goryi
NEON.BET.D01.001768,SPHCAN,Sphaeroderus canadensis
NEON.BET.D01.001689,PLADEC,Platynus decentis
NEON.BET.D01.001662,NOTAEN,Notiophilus aeneus
NEON.BET.D01.001688,PLADEC,Platynus decentis
NEON.BET.D01.001693,PTEPEN,Pterostichus pensylvanicus
NEON.BET.D01.001788,SPHSTE3,Sphaeroderus stenostomus
NEON.BET.D01.001616,CARGOR,Carabus goryi
NEON.BET.D01.001695,PTEPEN,Pterostichus pensylvanicus
NEON.BET.D01.001617,CARGOR,Carabus goryi
NEON.BET.D01.001656,DICPOL,Dicaelus politus
NEON.BET.D01.001691,PLADEC,Platynus decentis
NEON.BET.D01.001638,CARSER,Carabus serratus
NEON.BET.D01.001619,CARGOR,Carabus goryi
NEON.BET.D01.001791,SPHSTE3,Sphaeroderus stenostomus
NEON.BET.D01.001718,PTEROS,Pterostichus rostratus
NEON.BET.D01.001666,NOTAEN,Notiophilus aeneus
NEON.BET.D01.001696,PTEPEN,Pterostichus pensylvanicus
NEON.BET.D01.001663,NOTAEN,Notiophilus aeneus
NEON.BET.D01.001653,CYMPLA2,Cymindis platicollis
NEON.BET.D01.001637,CARSER,Carabus serratus
NEON.BET.D01.001769,SPHCAN,Sphaeroderus canadensis
NEON.BET.D01.001667,NOTAEN,Notiophilus aeneus
NEON.BET.D01.001771,SPHCAN,Sphaeroderus canadensis
NEON.BET.D01.001665,NOTAEN,Notiophilus aeneus
NEON.BET.D01.001811,SYNIMP,Synuchus impunctatus
NEON.BET.D01.001654,CYMPLA2,Cymindis platicollis
NEON.BET.D01.001664,NOTAEN,Notiophilus aeneus
NEON.BET.D01.001770,SPHCAN,Sphaeroderus canadensis
NEON.BET.D01.001618,CARGOR,Carabus goryi
NEON.BET.D01.001679,PTETRI3,Pterostichus tristis
NEON.BET.D01.001655,DICPOL,Dicaelus politus
NEON.BET.D01.001790,SPHSTE3,Sphaeroderus stenostomus
NEON.BET.D01.001686,POELUC,Poecilus lucublandus
NEON.BET.D01.001698,PTEPEN,Pterostichus pensylvanicus
NEON.BET.D01.001613,AGORET,Agonum retractum
NEON.BET.D01.001640,CARSER,Carabus serratus
NEON.BET.D01.001792,SPHSTE3,Sphaeroderus stenostomus
NEON.BET.D01.001620,CARGOR,Carabus goryi
NEON.BET.D01.001812,SYNIMP,Synuchus impunctatus
NEON.BET.D01.001639,CARSER,Carabus serratus
NEON.BET.D01.001697,PTEPEN,Pterostichus pensylvanicus
NEON.BET.D01.001830,TRIAUT,Trichotichnus autumnalis
NEON.BET.D01.001719,PTEROS,Pterostichus rostratus
NEON.BET.D01.001699,PTEPEN,Pterostichus pensylvanicus
NEON.BET.D01.001669,NOTAEN,Notiophilus aeneus
NEON.BET.D01.001773,SPHCAN,Sphaeroderus canadensis
NEON.BET.D01.001813,SYNIMP,Synuchus impunctatus
NEON.BET.D01.001670,NOTAEN,Notiophilus aeneus
NEON.BET.D01.001692,PTEMUT2,Pterostichus mutus
NEON.BET.D01.001622,CARGOR,Carabus goryi
NEON.BET.D01.001722,PTEROS,Pterostichus rostratus
NEON.BET.D01.001723,PTEROS,Pterostichus rostratus
NEON.BET.D01.001668,NOTAEN,Notiophilus aeneus
NEON.BET.D01.001721,PTEROS,Pterostichus rostratus
NEON.BET.D01.001700,PTEPEN,Pterostichus pensylvanicus
NEON.BET.D01.001772,SPHCAN,Sphaeroderus canadensis
NEON.BET.D01.001701,PTEPEN,Pterostichus pensylvanicus
NEON.BET.D01.001793,SPHSTE3,Sphaeroderus stenostomus
NEON.BET.D01.001621,CARGOR,Carabus goryi
NEON.BET.D01.001720,PTEROS,Pterostichus rostratus
NEON.BET.D01.001775,SPHCAN,Sphaeroderus canadensis
NEON.BET.D01.001794,SPHSTE3,Sphaeroderus stenostomus
NEON.BET.D01.001774,SPHCAN,Sphaeroderus canadensis
NEON.BET.D01.001795,SPHSTE3,Sphaeroderus stenostomus
NEON.BET.D01.001814,SYNIMP,Synuchus impunctatus
NEON.BET.D01.001831,TRIAUT,Trichotichnus autumnalis
NEON.BET.D01.001703,PTEPEN,Pterostichus pensylvanicus
NEON.BET.D01.001816,SYNIMP,Synuchus impunctatus
NEON.BET.D01.001743,PTEADO,Pterostichus adoxus
NEON.BET.D01.001725,PTEROS,Pterostichus rostratus
NEON.BET.D01.001815,SYNIMP,Synuchus impunctatus
NEON.BET.D01.001726,PTEROS,Pterostichus rostratus
NEON.BET.D01.001673,NOTAEN,Notiophilus aeneus
NEON.BET.D01.001674,NOTAEN,Notiophilus aeneus
NEON.BET.D01.001680,PTETRI3,Pterostichus tristis
NEON.BET.D01.001657,DICPOL,Dicaelus politus
NEON.BET.D01.001624,CARGOR,Carabus goryi
NEON.BET.D01.001817,SYNIMP,Synuchus impunctatus
NEON.BET.D01.001809,SYNAME,Syntomus americanus
NEON.BET.D01.001682,PTEADO,Pterostichus adoxus
NEON.BET.D01.001681,PTEADO,Pterostichus adoxus
NEON.BET.D01.001796,SPHSTE3,Sphaeroderus stenostomus
NEON.BET.D01.001797,SPHSTE3,Sphaeroderus stenostomus
NEON.BET.D01.001623,CARGOR,Carabus goryi
NEON.BET.D01.001724,PTEROS,Pterostichus rostratus
NEON.BET.D01.001778,SPHCAN,Sphaeroderus canadensis
NEON.BET.D01.001702,PTEPEN,Pterostichus pensylvanicus
NEON.BET.D01.001704,PTEPEN,Pterostichus pensylvanicus
NEON.BET.D01.001671,NOTAEN,Notiophilus aeneus
NEON.BET.D01.001776,SPHCAN,Sphaeroderus canadensis
NEON.BET.D01.001672,NOTAEN,Notiophilus aeneus
NEON.BET.D01.001779,SPHCAN,Sphaeroderus canadensis
NEON.BET.D01.001744,PTETRI3,Pterostichus tristis
NEON.BET.D01.001648,CYMCRI,Cymindis cribricollis
NEON.BET.D01.001727,PTEROS,Pterostichus rostratus
NEON.BET.D01.001614,APELUC2,Apenes lucidula
NEON.BET.D01.001798,SPHSTE3,Sphaeroderus stenostomus
NEON.BET.D01.001777,SPHCAN,Sphaeroderus canadensis
NEON.BET.D01.001706,PTEPEN,Pterostichus pensylvanicus
NEON.BET.D01.001802,SPHSTE3,Sphaeroderus stenostomus
NEON.BET.D01.001818,SYNIMP,Synuchus impunctatus
NEON.BET.D01.001626,CARGOR,Carabus goryi
NEON.BET.D01.001733,PTEROS,Pterostichus rostratus
NEON.BET.D01.001745,PTETRI3,Pterostichus tristis
NEON.BET.D01.001707,PTEPEN,Pterostichus pensylvanicus
NEON.BET.D01.001748,PTETRI3,Pterostichus tristis
NEON.BET.D01.001783,SPHCAN,Sphaeroderus canadensis
NEON.BET.D01.001731,PTEROS,Pterostichus rostratus
NEON.BET.D01.001801,SPHSTE3,Sphaeroderus stenostomus
NEON.BET.D01.001728,PTEROS,Pterostichus rostratus
NEON.BET.D01.001746,PTETRI3,Pterostichus tristis
NEON.BET.D01.001730,PTEROS,Pterostichus rostratus
NEON.BET.D01.001675,NOTAEN,Notiophilus aeneus
NEON.BET.D01.001800,SPHSTE3,Sphaeroderus stenostomus
NEON.BET.D01.001819,SYNIMP,Synuchus impunctatus
NEON.BET.D01.001832,TRIAUT,Trichotichnus autumnalis
NEON.BET.D01.001676,NOTAEN,Notiophilus aeneus
NEON.BET.D01.001705,PTEPEN,Pterostichus pensylvanicus
NEON.BET.D01.001729,PTEROS,Pterostichus rostratus
NEON.BET.D01.001732,PTEROS,Pterostichus rostratus
NEON.BET.D01.001782,SPHCAN,Sphaeroderus canadensis
NEON.BET.D01.001799,SPHSTE3,Sphaeroderus stenostomus
NEON.BET.D01.001625,CARGOR,Carabus goryi
NEON.BET.D01.001649,CYMNEG,Cymindis neglecta
NEON.BET.D01.001677,NOTAEN,Notiophilus aeneus
NEON.BET.D01.001658,MYACYA,Myas cyanescens
NEON.BET.D01.001747,PTETRI3,Pterostichus tristis
NEON.BET.D01.001781,SPHCAN,Sphaeroderus canadensis
NEON.BET.D01.001678,NOTAEN,Notiophilus aeneus
NEON.BET.D01.001780,SPHCAN,Sphaeroderus canadensis
NEON.BET.D01.001628,CARGOR,Carabus goryi
NEON.BET.D01.001751,PTETRI3,Pterostichus tristis
NEON.BET.D01.001749,PTETRI3,Pterostichus tristis
NEON.BET.D01.001785,SPHCAN,Sphaeroderus canadensis
NEON.BET.D01.001708,PTEPEN,Pterostichus pensylvanicus
NEON.BET.D01.001738,PTEROS,Pterostichus rostratus
NEON.BET.D01.001784,SPHCAN,Sphaeroderus canadensis
NEON.BET.D01.001753,PTETRI3,Pterostichus tristis
NEON.BET.D01.001734,PTEROS,Pterostichus rostratus
NEON.BET.D01.001737,PTEROS,Pterostichus rostratus
NEON.BET.D01.001786,SPHCAN,Sphaeroderus canadensis
NEON.BET.D01.001736,PTEROS,Pterostichus rostratus
NEON.BET.D01.001642,CARSER,Carabus serratus
NEON.BET.D01.001739,PTEROS,Pterostichus rostratus
NEON.BET.D01.001709,PTEPEN,Pterostichus pensylvanicus
NEON.BET.D01.001752,PTETRI3,Pterostichus tristis
NEON.BET.D01.001735,PTEROS,Pterostichus rostratus
NEON.BET.D01.001750,PTETRI3,Pterostichus tristis
NEON.BET.D01.001803,SPHSTE3,Sphaeroderus stenostomus
NEON.BET.D01.001820,SYNIMP,Synuchus impunctatus
NEON.BET.D01.001821,SYNIMP,Synuchus impunctatus
NEON.BET.D01.001641,CARSER,Carabus serratus
NEON.BET.D01.001627,CARGOR,Carabus goryi
NEON.BET.D01.001643,CARSER,Carabus serratus
NEON.BET.D01.001629,CARGOR,Carabus goryi
NEON.BET.D01.001740,PTEROS,Pterostichus rostratus
NEON.BET.D01.001758,PTETRI3,Pterostichus tristis
NEON.BET.D01.001805,SPHSTE3,Sphaeroderus stenostomus
NEON.BET.D01.001645,CARSER,Carabus serratus
NEON.BET.D01.001710,PTEPEN,Pterostichus pensylvanicus
NEON.BET.D01.001683,PTETRI3,Pterostichus tristis
NEON.BET.D01.001741,PTEROS,Pterostichus rostratus
NEON.BET.D01.001804,SPHSTE3,Sphaeroderus stenostomus
NEON.BET.D01.001757,PTETRI3,Pterostichus tristis
NEON.BET.D01.001631,CARGOR,Carabus goryi
NEON.BET.D01.001630,CARGOR,Carabus goryi
NEON.BET.D01.001711,PTEPEN,Pterostichus pensylvanicus
NEON.BET.D01.001755,PTETRI3,Pterostichus tristis
NEON.BET.D01.001787,SPHCAN,Sphaeroderus canadensis
NEON.BET.D01.001684,PTEADO,Pterostichus adoxus
NEON.BET.D01.001756,PTETRI3,Pterostichus tristis
NEON.BET.D01.001712,PTEPEN,Pterostichus pensylvanicus
NEON.BET.D01.001823,SYNIMP,Synuchus impunctatus
NEON.BET.D01.001754,PTETRI3,Pterostichus tristis
NEON.BET.D01.001644,CARSER,Carabus serratus
NEON.BET.D01.001822,SYNIMP,Synuchus impunctatus
NEON.BET.D01.001806,SPHSTE3,Sphaeroderus stenostomus
NEON.BET.D01.001659,MYACYA,Myas cyanescens
NEON.BET.D01.001763,PTETRI3,Pterostichus tristis
NEON.BET.D01.001826,SYNIMP,Synuchus impunctatus
NEON.BET.D01.001761,PTETRI3,Pterostichus tristis
NEON.BET.D01.001762,PTETRI3,Pterostichus tristis
NEON.BET.D01.001713,PTEPEN,Pterostichus pensylvanicus
NEON.BET.D01.001632,CARGOR,Carabus goryi
NEON.BET.D01.001633,CARGOR,Carabus goryi
NEON.BET.D01.001760,PTETRI3,Pterostichus tristis
NEON.BET.D01.001714,PTEPEN,Pterostichus pensylvanicus
NEON.BET.D01.001824,SYNIMP,Synuchus impunctatus
NEON.BET.D01.001825,SYNIMP,Synuchus impunctatus
NEON.BET.D01.001759,PTETRI3,Pterostichus tristis
NEON.BET.D01.001634,CARGOR,Carabus goryi
NEON.BET.D01.001764,PTETRI3,Pterostichus tristis
NEON.BET.D01.001827,SYNIMP,Synuchus impunctatus
NEON.BET.D01.001807,SPHSTE3,Sphaeroderus stenostomus
NEON.BET.D01.001742,PTEROS,Pterostichus rostratus
NEON.BET.D01.001828,SYNIMP,Synuchus impunctatus
NEON.BET.D01.001766,PTETRI3,Pterostichus tristis
NEON.BET.D01.001808,SPHSTE3,Sphaeroderus stenostomus
NEON.BET.D01.001767,PTETRI3,Pterostichus tristis
NEON.BET.D01.001635,CARGOR,Carabus goryi
NEON.BET.D01.001765,PTETRI3,Pterostichus tristis
NEON.BET.D01.001646,CARSER,Carabus serratus
NEON.BET.D01.001716,PTEPEN,Pterostichus pensylvanicus
NEON.BET.D01.001685,PTETRI3,Pterostichus tristis
NEON.BET.D01.001715,PTEPEN,Pterostichus pensylvanicus
NEON.BET.D01.001829,SYNIMP,Synuchus impunctatus
NEON.BET.D01.001717,PTEPEN,Pterostichus pensylvanicus
NEON.BET.D01.002151,PLADEC,Platynus decentis
NEON.BET.D01.002155,PTEPEN,Pterostichus pensylvanicus
NEON.BET.D01.002232,SPHSTE3,Sphaeroderus stenostomus
NEON.BET.D01.002150,PLADEC,Platynus decentis
NEON.BET.D01.002138,CYMPLA2,Cymindis platicollis
NEON.BET.D01.002152,PLADEC,Platynus decentis
NEON.BET.D01.002110,CARGOR,Carabus goryi
NEON.BET.D01.002233,SPHSTE3,Sphaeroderus stenostomus
NEON.BET.D01.002157,PTEPEN,Pterostichus pensylvanicus
NEON.BET.D01.002111,CARGOR,Carabus goryi
NEON.BET.D01.002156,PTEPEN,Pterostichus pensylvanicus
NEON.BET.D01.002154,PTEPEN,Pterostichus pensylvanicus
NEON.BET.D01.002149,PLADEC,Platynus decentis
NEON.BET.D01.002148,PLADEC,Platynus decentis
NEON.BET.D01.002158,PTEPEN,Pterostichus pensylvanicus
NEON.BET.D01.002114,CARGOR,Carabus goryi
NEON.BET.D01.002112,CARGOR,Carabus goryi
NEON.BET.D01.002211,SPHCAN,Sphaeroderus canadensis
NEON.BET.D01.002212,SPHCAN,Sphaeroderus canadensis
NEON.BET.D01.002162,PTEPEN,Pterostichus pensylvanicus
NEON.BET.D01.002234,SPHSTE3,Sphaeroderus stenostomus
NEON.BET.D01.002160,PTEPEN,Pterostichus pensylvanicus
NEON.BET.D01.002115,CARGOR,Carabus goryi
NEON.BET.D01.002142,NOTAEN,Notiophilus aeneus
NEON.BET.D01.002236,SPHSTE3,Sphaeroderus stenostomus
NEON.BET.D01.002153,PLADEC,Platynus decentis
NEON.BET.D01.002116,CARGOR,Carabus goryi
NEON.BET.D01.002213,SPHCAN,Sphaeroderus canadensis
NEON.BET.D01.002163,PTEPEN,Pterostichus pensylvanicus
NEON.BET.D01.002161,PTEPEN,Pterostichus pensylvanicus
NEON.BET.D01.002170,PTEROS,Pterostichus rostratus
NEON.BET.D01.002113,CARGOR,Carabus goryi
NEON.BET.D01.002235,SPHSTE3,Sphaeroderus stenostomus
NEON.BET.D01.002159,PTEPEN,Pterostichus pensylvanicus
NEON.BET.D01.002215,SPHCAN,Sphaeroderus canadensis
NEON.BET.D01.002238,SPHSTE3,Sphaeroderus stenostomus
NEON.BET.D01.002107,AGORET,Agonum retractum
NEON.BET.D01.002214,SPHCAN,Sphaeroderus canadensis
NEON.BET.D01.002237,SPHSTE3,Sphaeroderus stenostomus
NEON.BET.D01.002117,CARGOR,Carabus goryi
NEON.BET.D01.002216,SPHCAN,Sphaeroderus canadensis
NEON.BET.D01.002118,CARGOR,Carabus goryi
NEON.BET.D01.002130,CARSER,Carabus serratus
NEON.BET.D01.002239,SPHSTE3,Sphaeroderus stenostomus
NEON.BET.D01.002219,SPHCAN,Sphaeroderus canadensis
NEON.BET.D01.002221,SPHCAN,Sphaeroderus canadensis
NEON.BET.D01.002222,SPHCAN,Sphaeroderus canadensis
NEON.BET.D01.002253,SYNIMP,Synuchus impunctatus
NEON.BET.D01.002172,PTEROS,Pterostichus rostratus
NEON.BET.D01.002171,PTEROS,Pterostichus rostratus
NEON.BET.D01.002218,SPHCAN,Sphaeroderus canadensis
NEON.BET.D01.002220,SPHCAN,Sphaeroderus canadensis
NEON.BET.D01.002241,SPHSTE3,Sphaeroderus stenostomus
NEON.BET.D01.002182,PTETRI3,Pterostichus tristis
NEON.BET.D01.002121,CARGOR,Carabus goryi
NEON.BET.D01.002242,SPHSTE3,Sphaeroderus stenostomus
NEON.BET.D01.002119,CARGOR,Carabus goryi
NEON.BET.D01.002164,PTEPEN,Pterostichus pensylvanicus
NEON.BET.D01.002108,TRIAUT,Trichotichnus autumnalis
NEON.BET.D01.002243,SPHSTE3,Sphaeroderus stenostomus
NEON.BET.D01.002217,SPHCAN,Sphaeroderus canadensis
NEON.BET.D01.002120,CARGOR,Carabus goryi
NEON.BET.D01.002240,SPHSTE3,Sphaeroderus stenostomus
NEON.BET.D01.002144,NOTAEN,Notiophilus aeneus
NEON.BET.D01.002166,PTEPEN,Pterostichus pensylvanicus
NEON.BET.D01.002223,SPHCAN,Sphaeroderus canadensis
NEON.BET.D01.002165,PTEPEN,Pterostichus pensylvanicus
NEON.BET.D01.002175,PTEROS,Pterostichus rostratus
NEON.BET.D01.002176,PTEROS,Pterostichus rostratus
NEON.BET.D01.002132,CARSER,Carabus serratus
NEON.BET.D01.002226,SPHCAN,Sphaeroderus canadensis
NEON.BET.D01.002173,PTEROS,Pterostichus rostratus
NEON.BET.D01.002143,NOTAEN,Notiophilus aeneus
NEON.BET.D01.002183,PTETRI3,Pterostichus tristis
NEON.BET.D01.002225,SPHCAN,Sphaeroderus canadensis
NEON.BET.D01.002174,PTEROS,Pterostichus rostratus
NEON.BET.D01.002254,SYNIMP,Synuchus impunctatus
NEON.BET.D01.002244,SPHSTE3,Sphaeroderus stenostomus
NEON.BET.D01.002227,SPHCAN,Sphaeroderus canadensis
NEON.BET.D01.002224,SPHCAN,Sphaeroderus canadensis
NEON.BET.D01.002256,SYNIMP,Synuchus impunctatus
NEON.BET.D01.002131,CARSER,Carabus serratus
NEON.BET.D01.002255,SYNIMP,Synuchus impunctatus
NEON.BET.D01.002177,PTEROS,Pterostichus rostratus
NEON.BET.D01.002145,PTEADO,Pterostichus adoxus
NEON.BET.D01.002228,SPHCAN,Sphaeroderus canadensis
NEON.BET.D01.002140,DICPOL,Dicaelus politus
NEON.BET.D01.002248,SPHSTE3,Sphaeroderus stenostomus
NEON.BET.D01.002122,CARGOR,Carabus goryi
NEON.BET.D01.002258,SYNIMP,Synuchus impunctatus
NEON.BET.D01.002252,SYNAME,Syntomus americanus
NEON.BET.D01.002184,PTETRI3,Pterostichus tristis
NEON.BET.D01.002123,CARGOR,Carabus goryi
NEON.BET.D01.002246,SPHSTE3,Sphaeroderus stenostomus
NEON.BET.D01.002257,SYNIMP,Synuchus impunctatus
NEON.BET.D01.002245,SPHSTE3,Sphaeroderus stenostomus
NEON.BET.D01.002259,SYNIMP,Synuchus impunctatus
NEON.BET.D01.002124,CARGOR,Carabus goryi
NEON.BET.D01.002247,SPHSTE3,Sphaeroderus stenostomus
NEON.BET.D01.002229,SPHCAN,Sphaeroderus canadensis
NEON.BET.D01.002273,TRIAUT,Trichotichnus autumnalis
NEON.BET.D01.002249,SPHSTE3,Sphaeroderus stenostomus
NEON.BET.D01.002125,CARGOR,Carabus goryi
NEON.BET.D01.002178,PTEROS,Pterostichus rostratus
NEON.BET.D01.002186,PTETRI3,Pterostichus tristis
NEON.BET.D01.002185,PTETRI3,Pterostichus tristis
NEON.BET.D01.002187,PTETRI3,Pterostichus tristis
NEON.BET.D01.002250,SPHSTE3,Sphaeroderus stenostomus
NEON.BET.D01.002141,DICPOL,Dicaelus politus
NEON.BET.D01.002230,SPHCAN,Sphaeroderus canadensis
NEON.BET.D01.002109,CALFRI,Calosoma frigidum
NEON.BET.D01.002127,CARGOR,Carabus goryi
NEON.BET.D01.002188,PTETRI3,Pterostichus tristis
NEON.BET.D01.002260,SYNIMP,Synuchus impunctatus
NEON.BET.D01.002261,SYNIMP,Synuchus impunctatus
NEON.BET.D01.002189,PTETRI3,Pterostichus tristis
NEON.BET.D01.002134,CARSER,Carabus serratus
NEON.BET.D01.002126,CARGOR,Carabus goryi
NEON.BET.D01.002133,CARSER,Carabus serratus
NEON.BET.D01.002264,SYNIMP,Synuchus impunctatus
NEON.BET.D01.002201,PTETRI3,Pterostichus tristis
NEON.BET.D01.002196,PTETRI3,Pterostichus tristis
NEON.BET.D01.002191,PTETRI3,Pterostichus tristis
NEON.BET.D01.002265,SYNIMP,Synuchus impunctatus
NEON.BET.D01.002200,PTETRI3,Pterostichus tristis
NEON.BET.D01.002231,SPHCAN,Sphaeroderus canadensis
NEON.BET.D01.002199,PTETRI3,Pterostichus tristis
NEON.BET.D01.002197,PTETRI3,Pterostichus tristis
NEON.BET.D01.002168,PTEPEN,Pterostichus pensylvanicus
NEON.BET.D01.002194,PTETRI3,Pterostichus tristis
NEON.BET.D01.002195,PTETRI3,Pterostichus tristis
NEON.BET.D01.002192,PTETRI3,Pterostichus tristis
NEON.BET.D01.002202,PTETRI3,Pterostichus tristis
NEON.BET.D01.002190,PTETRI3,Pterostichus tristis
NEON.BET.D01.002135,CYMCRI,Cymindis cribricollis
NEON.BET.D01.002263,SYNIMP,Synuchus impunctatus
NEON.BET.D01.002262,SYNIMP,Synuchus impunctatus
NEON.BET.D01.002274,TRIAUT,Trichotichnus autumnalis
NEON.BET.D01.002198,PTETRI3,Pterostichus tristis
NEON.BET.D01.002128,CARGOR,Carabus goryi
NEON.BET.D01.002167,PTEPEN,Pterostichus pensylvanicus
NEON.BET.D01.002203,PTETRI3,Pterostichus tristis
NEON.BET.D01.002179,PTEROS,Pterostichus rostratus
NEON.BET.D01.002193,PTETRI3,Pterostichus tristis
NEON.BET.D01.002268,SYNIMP,Synuchus impunctatus
NEON.BET.D01.002136,CYMCRI,Cymindis cribricollis
NEON.BET.D01.002169,PTEPEN,Pterostichus pensylvanicus
NEON.BET.D01.002137,CYMCRI,Cymindis cribricollis
NEON.BET.D01.002147,PTECOR1,Pterostichus coracinus
NEON.BET.D01.002267,SYNIMP,Synuchus impunctatus
NEON.BET.D01.002206,PTETRI3,Pterostichus tristis
NEON.BET.D01.002204,PTETRI3,Pterostichus tristis
NEON.BET.D01.002129,CARGOR,Carabus goryi
NEON.BET.D01.002266,SYNIMP,Synuchus impunctatus
NEON.BET.D01.002251,SPHSTE3,Sphaeroderus stenostomus
NEON.BET.D01.002180,PTEROS,Pterostichus rostratus
NEON.BET.D01.002146,PTETRI3,Pterostichus tristis
NEON.BET.D01.002205,PTETRI3,Pterostichus tristis
NEON.BET.D01.002207,PTETRI3,Pterostichus tristis
NEON.BET.D01.002210,PTETRI3,Pterostichus tristis
NEON.BET.D01.002269,SYNIMP,Synuchus impunctatus
NEON.BET.D01.002181,PTEROS,Pterostichus rostratus
NEON.BET.D01.002208,PTETRI3,Pterostichus tristis
NEON.BET.D01.002139,CYMPLA2,Cymindis platicollis
NEON.BET.D01.002271,SYNIMP,Synuchus impunctatus
NEON.BET.D01.002270,SYNIMP,Synuchus impunctatus
NEON.BET.D01.002209,PTETRI3,Pterostichus tristis
NEON.BET.D01.002272,SYNIMP,Synuchus impunctatus
NEON.BET.D01.002588,CARSER,Carabus serratus
NEON.BET.D01.002744,SPHCAN,Sphaeroderus canadensis
NEON.BET.D01.002636,PTEMUT2,Pterostichus mutus
NEON.BET.D01.002766,SPHSTE3,Sphaeroderus stenostomus
NEON.BET.D01.002574,CARGOR,Carabus goryi
NEON.BET.D01.002640,PTEPEN,Pterostichus pensylvanicus
NEON.BET.D01.002632,PLADEC,Platynus decentis
NEON.BET.D01.002568,CARGOR,Carabus goryi
NEON.BET.D01.002644,PTEPEN,Pterostichus pensylvanicus
NEON.BET.D01.002576,CARGOR,Carabus goryi
NEON.BET.D01.002745,SPHCAN,Sphaeroderus canadensis
NEON.BET.D01.002618,NOTAEN,Notiophilus aeneus
NEON.BET.D01.002561,AGORET,Agonum retractum
NEON.BET.D01.002642,PTEPEN,Pterostichus pensylvanicus
NEON.BET.D01.002594,CARSER,Carabus serratus
NEON.BET.D01.002612,CYMPLA2,Cymindis platicollis
NEON.BET.D01.002641,PTEPEN,Pterostichus pensylvanicus
NEON.BET.D01.002643,PTEPEN,Pterostichus pensylvanicus
NEON.BET.D01.002587,CARSER,Carabus serratus
NEON.BET.D01.002780,SPHSTE3,Sphaeroderus stenostomus
NEON.BET.D01.002589,CARSER,Carabus serratus
NEON.BET.D01.002622,NOTAEN,Notiophilus aeneus
NEON.BET.D01.002620,NOTAEN,Notiophilus aeneus
