plotID,nlcdClass,collectDate,plotIDeventID,sampleID,subsampleID,taxonID.y,individualCount
TALL_001,deciduousForest,2016-08-17T00:00:00Z,TALL_001 TALL.2016.31,TALL_001.N.20160817,oBD9lvhf20lLPR5RQgvADwqVaQULjHQw945ionWollQ=,PASDEP,1
TALL_003,mixedForest,2016-08-17T00:00:00Z,TALL_003 TALL.2016.31,TALL_003.S.20160817,M7Kgwa5WKWrXg1oPNn4cskOXTGOZKx+Dz/SvPyPbkbg=,ANIMER2,3
TALL_003,mixedForest,2016-08-17T00:00:00Z,TALL_003 TALL.2016.31,TALL_003.S.20160817,M7Kgwa5WKWrXg1oPNn4cskOXTGOZKx+Dz/SvPyPbkbg=,ANIMER2,3
TALL_003,mixedForest,2016-08-17T00:00:00Z,TALL_003 TALL.2016.31,TALL_003.S.20160817,M7Kgwa5WKWrXg1oPNn4cskOXTGOZKx+Dz/SvPyPbkbg=,ANIMER2,3
TALL_003,mixedForest,2016-08-17T00:00:00Z,TALL_003 TALL.2016.31,TALL_003.S.20160817,M7Kgwa5WKWrXg1oPNn4csilkTXjp8l40KsrBaZF71Cg=,SELOPA,1
TALL_003,mixedForest,2016-08-17T00:00:00Z,TALL_003 TALL.2016.31,TALL_003.S.20160817,M7Kgwa5WKWrXg1oPNn4csqsU9HCcAovUJYNLmxMjbmg=,ANIMER2,2
TALL_003,mixedForest,2016-08-17T00:00:00Z,TALL_003 TALL.2016.31,TALL_003.S.20160817,M7Kgwa5WKWrXg1oPNn4csqsU9HCcAovUJYNLmxMjbmg=,ANIMER2,2
TALL_003,mixedForest,2016-08-17T00:00:00Z,TALL_003 TALL.2016.31,TALL_003.S.20160817,M7Kgwa5WKWrXg1oPNn4csl0tJxc9HCJ7hL2rzdx/MmU=,AMBMEX,1
TALL_003,mixedForest,2016-08-17T00:00:00Z,TALL_003 TALL.2016.31,TALL_003.W.20160817,M7Kgwa5WKWoZ18wOqb1JV6R+d3SI9v9db7NBr2APb88=,ANIMER2,1
TALL_003,mixedForest,2016-08-17T00:00:00Z,TALL_003 TALL.2016.31,TALL_003.W.20160817,M7Kgwa5WKWoZ18wOqb1JV2wzQ2oVrO26TpLiH+7cNV4=,TETVIR,1
TALL_003,mixedForest,2016-08-17T00:00:00Z,TALL_003 TALL.2016.31,TALL_003.W.20160817,M7Kgwa5WKWoZ18wOqb1JVyhaZCRynSeJVGjXhGvpd+g=,SELOPA,1
TALL_003,mixedForest,2016-08-17T00:00:00Z,TALL_003 TALL.2016.31,TALL_003.W.20160817,M7Kgwa5WKWoZ18wOqb1JVy3uXzGJAw0/fINaou7jVc0=,TETCAR2,1
TALL_003,mixedForest,2016-08-31T00:00:00Z,TALL_003 TALL.2016.33,TALL_003.S.20160831,M7Kgwa5WKWrXg1oPNn4cshRL3OJIxcGB6RIovo2fSBs=,AMBMEX,1
TALL_002,mixedForest,2016-08-31T00:00:00Z,TALL_002 TALL.2016.33,TALL_002.S.20160831,GD+N/FshctwSu3BCH4uY089xAot/3qD9cRvv7gFy4Cw=,DICFUR1,1
TALL_007,deciduousForest,2016-08-31T00:00:00Z,TALL_007 TALL.2016.33,TALL_007.W.20160831,dCnpKCfrHjPIn/neU11S91Q7MqBphqreqv/TumhO/wg=,PASDEP,2
TALL_007,deciduousForest,2016-08-31T00:00:00Z,TALL_007 TALL.2016.33,TALL_007.W.20160831,dCnpKCfrHjPIn/neU11S91Q7MqBphqreqv/TumhO/wg=,PASDEP,2
TALL_009,evergreenForest,2016-08-31T00:00:00Z,TALL_009 TALL.2016.33,TALL_009.W.20160831,l/M16YIQdhkBf7hWagGz8FrsVZc9shdmLaEQ0yrdXOc=,PASDEP,2
TALL_009,evergreenForest,2016-08-31T00:00:00Z,TALL_009 TALL.2016.33,TALL_009.W.20160831,l/M16YIQdhkBf7hWagGz8FrsVZc9shdmLaEQ0yrdXOc=,PASDEP,2
TALL_009,evergreenForest,2016-08-31T00:00:00Z,TALL_009 TALL.2016.33,TALL_009.W.20160831,l/M16YIQdhkBf7hWagGz8LfI9albp4/XRzK0CvYBNWc=,PASDEP,1
TALL_009,evergreenForest,2016-08-31T00:00:00Z,TALL_009 TALL.2016.33,TALL_009.W.20160831,l/M16YIQdhkBf7hWagGz8OxsjTPrX4cI4QS7t+YCDc4=,ANIHAP,1
TALL_002,mixedForest,2016-08-31T00:00:00Z,TALL_002 TALL.2016.33,TALL_002.E.20160831,GD+N/FshctwMV61c5fiGa8dYWSkPWV1ncXC82tJd+mE=,DICDIL5,1
TALL_009,evergreenForest,2016-08-31T00:00:00Z,TALL_009 TALL.2016.33,TALL_009.E.20160831,l/M16YIQdhl0vu9XaqA/Rxsg5lrpxdmtWOQzfbHoISU=,PASDEP,1
TALL_009,evergreenForest,2016-08-31T00:00:00Z,TALL_009 TALL.2016.33,TALL_009.E.20160831,l/M16YIQdhl0vu9XaqA/R2UQzj46sKq1nrnoOTCeYws=,PASDEP,1
TALL_007,deciduousForest,2016-08-31T00:00:00Z,TALL_007 TALL.2016.33,TALL_007.E.20160831,dCnpKCfrHjPeO1VlQWp4bi8qx17UYBwtmqog/s8DJo8=,DICPOL,1
TALL_001,deciduousForest,2016-08-31T00:00:00Z,TALL_001 TALL.2016.33,TALL_001.N.20160831,oBD9lvhf20lLPR5RQgvADwQRBsMCdI7pKzvxA2/Kelg=,PASDEP,1
TALL_006,evergreenForest,2016-08-31T00:00:00Z,TALL_006 TALL.2016.33,TALL_006.E.20160831,GF+klScYxlP6VnwqiTVlrEjYfV0kg8GcTnAZJnVBeYg=,DICPOL,1
TALL_009,evergreenForest,2016-08-31T00:00:00Z,TALL_009 TALL.2016.33,TALL_009.S.20160831,l/M16YIQdhnzjZygve9MOc3UnxBH/lCfL9L6w4uAHPY=,PASDEP,1
TALL_007,deciduousForest,2016-09-14T00:00:00Z,TALL_007 TALL.2016.35,TALL_007.E.20160914,dCnpKCfrHjPeO1VlQWp4bo9rfes7ZMIyaYXH6/rSknE=,DICDIL5,1
TALL_009,evergreenForest,2016-09-14T00:00:00Z,TALL_009 TALL.2016.35,TALL_009.E.20160914,l/M16YIQdhl0vu9XaqA/R2UDzCiEgo1bzDtEIisN2DE=,CYCCON2,1
TALL_007,deciduousForest,2016-09-14T00:00:00Z,TALL_007 TALL.2016.35,TALL_007.N.20160914,dCnpKCfrHjN5hXvYq146ILbvJEa7CHdOw4C06IUmimc=,CYCCON2,1
TALL_003,mixedForest,2016-09-14T00:00:00Z,TALL_003 TALL.2016.35,TALL_003.N.20160914,M7Kgwa5WKWo0N3SxzX0vKmVRYGtDuIvHqoApfdB0Hlg=,CYCFRE,1
TALL_001,deciduousForest,2016-09-14T00:00:00Z,TALL_001 TALL.2016.35,TALL_001.N.20160914,oBD9lvhf20lLPR5RQgvAD4gP7SAOFp/hyBymqHBC9u8=,DICFUR1,1
TALL_001,deciduousForest,2016-09-14T00:00:00Z,TALL_001 TALL.2016.35,TALL_001.N.20160914,oBD9lvhf20lLPR5RQgvAD3npvS8XfBsj17zqYCEaExY=,PASDEP,1
TALL_008,deciduousForest,2016-09-14T00:00:00Z,TALL_008 TALL.2016.35,TALL_008.S.20160914,ohyOCuNZZNFiKLS92V/8sBadzMGWYycJ7vySjAkZhlE=,CYCFRE,1
TALL_009,evergreenForest,2016-09-14T00:00:00Z,TALL_009 TALL.2016.35,TALL_009.S.20160914,l/M16YIQdhnzjZygve9MOVetVRR2fYT7ZT3+dgrIIBQ=,SELOPA,1
TALL_009,evergreenForest,2016-09-14T00:00:00Z,TALL_009 TALL.2016.35,TALL_009.S.20160914,l/M16YIQdhnzjZygve9MORGX9uthcHKGK6kaD2Jxil0=,TETINT,1
TALL_003,mixedForest,2016-09-14T00:00:00Z,TALL_003 TALL.2016.35,TALL_003.S.20160914,M7Kgwa5WKWrXg1oPNn4csujJjYfo0LxqDX4YRXYKWAI=,HARKAT,1
TALL_003,mixedForest,2016-09-14T00:00:00Z,TALL_003 TALL.2016.35,TALL_003.S.20160914,M7Kgwa5WKWrXg1oPNn4csiPS9alVS6zDEr9jh1sm+wY=,AMBMEX,1
TALL_009,evergreenForest,2016-09-14T00:00:00Z,TALL_009 TALL.2016.35,TALL_009.W.20160914,l/M16YIQdhkBf7hWagGz8LSvxFmUUdOXWC7+VkfwKd8=,ANIHAP,1
TALL_009,evergreenForest,2016-09-14T00:00:00Z,TALL_009 TALL.2016.35,TALL_009.W.20160914,l/M16YIQdhkBf7hWagGz8ECgYsCCsccZtZChal9U3bM=,PASDEP,1
TALL_013,evergreenForest,2016-09-14T00:00:00Z,TALL_013 TALL.2016.35,TALL_013.W.20160914,636VT4a85rDbiN/8AK7e7XLnbLnIPpUUFcgVZxoWh8Q=,CYCFRE,1
TALL_007,deciduousForest,2016-09-14T00:00:00Z,TALL_007 TALL.2016.35,TALL_007.W.20160914,dCnpKCfrHjPIn/neU11S9+17qkLXFZPBGRoRGrlzjeU=,CYCFRE,1
TALL_003,mixedForest,2016-09-14T00:00:00Z,TALL_003 TALL.2016.35,TALL_003.W.20160914,M7Kgwa5WKWoZ18wOqb1JV/UwUCbl5FqSZPTxmKOjv68=,ANIHAP,1
TALL_013,evergreenForest,2017-04-05T00:00:00Z,TALL_013 TALL.2017.12,TALL_013.W.20170405,636VT4a85rBz708ok8/uiDw41ZsWSnRwjc+0bMyNlPE=,CYCCON2,1
TALL_003,mixedForest,2017-04-05T00:00:00Z,TALL_003 TALL.2017.12,TALL_003.S.20170405,M7Kgwa5WKWpNhOUcK/Oil15C9r22SmrtwER5IWk3X64=,SELELL,1
TALL_009,evergreenForest,2017-04-05T00:00:00Z,TALL_009 TALL.2017.12,TALL_009.W.20170405,l/M16YIQdhm+qJ928YSWhVoJAhnZLRTkKD1v4a9ZZG8=,TETINT,2
TALL_009,evergreenForest,2017-04-05T00:00:00Z,TALL_009 TALL.2017.12,TALL_009.W.20170405,l/M16YIQdhm+qJ928YSWhVoJAhnZLRTkKD1v4a9ZZG8=,TETINT,2
TALL_003,mixedForest,2017-04-05T00:00:00Z,TALL_003 TALL.2017.12,TALL_003.N.20170405,M7Kgwa5WKWofKb2Z4dJ7eF+JoDq8UzYyfcnFJ4KUIfE=,CYCCON2,1
TALL_005,mixedForest,2017-04-05T00:00:00Z,TALL_005 TALL.2017.12,TALL_005.S.20170405,t0MQRG9cttlywMSxohgAFmvq5Ju97PoJqZd4ZowmxBQ=,CYCCON2,1
TALL_013,evergreenForest,2017-04-19T00:00:00Z,TALL_013 TALL.2017.14,TALL_013.S.20170419,636VT4a85rBehpLAKzFVOkvBvEH3DzE3r4NYE5tS2gM=,DICELO,1
TALL_003,mixedForest,2017-04-19T00:00:00Z,TALL_003 TALL.2017.14,TALL_003.E.20170419,M7Kgwa5WKWrnjZxqon/mn5PIcW2QMJAYX8GhwSOctIc=,ANIMER2,1
TALL_007,deciduousForest,2017-04-19T00:00:00Z,TALL_007 TALL.2017.14,TALL_007.E.20170419,dCnpKCfrHjNVstIZkXKDpz35tdHHnfdBgibweaWncac=,CYCCON2,1
TALL_007,deciduousForest,2017-04-19T00:00:00Z,TALL_007 TALL.2017.14,TALL_007.E.20170419,dCnpKCfrHjNVstIZkXKDp9iXtZyRICp6L6f/QfHT3P4=,PASPUN,1
TALL_003,mixedForest,2017-04-19T00:00:00Z,TALL_003 TALL.2017.14,TALL_003.N.20170419,M7Kgwa5WKWofKb2Z4dJ7eDw2PnvwcIkEe086T5KAUc8=,CYCCON2,1
TALL_013,evergreenForest,2017-04-19T00:00:00Z,TALL_013 TALL.2017.14,TALL_013.W.20170419,636VT4a85rBz708ok8/uiN0UoGxsrQJakCc4Q2AiMrY=,CYLUNI,1
TALL_013,evergreenForest,2017-04-19T00:00:00Z,TALL_013 TALL.2017.14,TALL_013.W.20170419,636VT4a85rBz708ok8/uiGbUUZg5f6VOWh7wqBqMlz8=,CYCCON2,2
TALL_013,evergreenForest,2017-04-19T00:00:00Z,TALL_013 TALL.2017.14,TALL_013.W.20170419,636VT4a85rBz708ok8/uiGbUUZg5f6VOWh7wqBqMlz8=,CYCCON2,2
TALL_007,deciduousForest,2017-04-19T00:00:00Z,TALL_007 TALL.2017.14,TALL_007.N.20170419,dCnpKCfrHjMDTmr6gbH2gHnkQiZ2I4OYJ5Nse/4JUTs=,CYCCON2,1
TALL_009,evergreenForest,2017-04-19T00:00:00Z,TALL_009 TALL.2017.14,TALL_009.W.20170419,l/M16YIQdhm+qJ928YSWhdDkxuBvwWNq31Ad96hd/uE=,ANIMER2,1
TALL_009,evergreenForest,2017-04-19T00:00:00Z,TALL_009 TALL.2017.14,TALL_009.N.20170419,l/M16YIQdhmUTtcma35SryZv7GHLjeKMybvvVap0pto=,TETINT,1
TALL_009,evergreenForest,2017-04-19T00:00:00Z,TALL_009 TALL.2017.14,TALL_009.N.20170419,l/M16YIQdhmUTtcma35SrxDUN/4bzo7d2IKKvbE1C0s=,CLIBAL,1
TALL_002,mixedForest,2017-05-03T00:00:00Z,TALL_002 TALL.2017.16,TALL_002.E.20170503,GD+N/FshctwjBB47eMvH67wGxr3nkQ27PB9NCm0cmnk=,DICDIL5,1
TALL_005,mixedForest,2017-05-03T00:00:00Z,TALL_005 TALL.2017.16,TALL_005.W.20170503,t0MQRG9cttkTXzAl/hWCZ8Zdjt93uscCAa0WFetVPt4=,CYCCON2,1
TALL_009,evergreenForest,2017-05-03T00:00:00Z,TALL_009 TALL.2017.16,TALL_009.N.20170503,l/M16YIQdhmUTtcma35Sr1j+3P6tZOWvM54H9/Vv9Oo=,ANIRUS,1
TALL_003,mixedForest,2017-05-03T00:00:00Z,TALL_003 TALL.2017.16,TALL_003.S.20170503,M7Kgwa5WKWpNhOUcK/Oil8E+jjNTpi8Bc5lAbah3quw=,ANIRUS,1
TALL_001,deciduousForest,2017-05-03T00:00:00Z,TALL_001 TALL.2017.16,TALL_001.S.20170503,oBD9lvhf20k7o+euzZn8SXjO5+oJpNLnKNDkcvWKtlU=,DICFUR1,1
TALL_009,evergreenForest,2017-05-03T00:00:00Z,TALL_009 TALL.2017.16,TALL_009.W.20170503,l/M16YIQdhm+qJ928YSWhSt9CeGhzP3WVL2Nd+o9jDY=,TETINT,1
TALL_009,evergreenForest,2017-05-03T00:00:00Z,TALL_009 TALL.2017.16,TALL_009.W.20170503,l/M16YIQdhm+qJ928YSWhQQUGUrj4vMlAJ2BExTpI5w=,ANIMER2,1
TALL_009,evergreenForest,2017-05-03T00:00:00Z,TALL_009 TALL.2017.16,TALL_009.S.20170503,l/M16YIQdhkJt+ncCGAMR7yB4KYdbZBhpCOLVI58F8s=,CYCFRE,1
TALL_004,evergreenForest,2017-05-03T00:00:00Z,TALL_004 TALL.2017.16,TALL_004.W.20170503,Qa/aVRg+qTOW9vUQmw+eeHLiYC+eAMpXQoczCjM6+HI=,SELSP2,1
TALL_008,deciduousForest,2017-05-17T00:00:00Z,TALL_008 TALL.2017.18,TALL_008.S.20170517,ohyOCuNZZNGDuUBa8akssSBHMorV5UbrSDRFx1ecT6U=,APESIN,1
TALL_003,mixedForest,2017-05-17T00:00:00Z,TALL_003 TALL.2017.18,TALL_003.S.20170517,M7Kgwa5WKWpNhOUcK/Oil3UN+hgAp3K/JaIA7Z88EaQ=,ANIMER2,3
TALL_003,mixedForest,2017-05-17T00:00:00Z,TALL_003 TALL.2017.18,TALL_003.S.20170517,M7Kgwa5WKWpNhOUcK/Oil3UN+hgAp3K/JaIA7Z88EaQ=,ANIMER2,3
TALL_003,mixedForest,2017-05-17T00:00:00Z,TALL_003 TALL.2017.18,TALL_003.S.20170517,M7Kgwa5WKWpNhOUcK/Oil3UN+hgAp3K/JaIA7Z88EaQ=,ANIMER2,3
TALL_013,evergreenForest,2017-05-17T00:00:00Z,TALL_013 TALL.2017.18,TALL_013.W.20170517,636VT4a85rBz708ok8/uiLjaXzco3xekNB9UzpKt3Lc=,DICPOL,1
TALL_009,evergreenForest,2017-05-17T00:00:00Z,TALL_009 TALL.2017.18,TALL_009.S.20170517,l/M16YIQdhkJt+ncCGAMR20pD/kghHxCHRGRlrX8Rl0=,SELELL,1
TALL_009,evergreenForest,2017-05-17T00:00:00Z,TALL_009 TALL.2017.18,TALL_009.S.20170517,l/M16YIQdhkJt+ncCGAMR90hAjNJG3mgfjigrclTAjo=,SELOPA,1
TALL_009,evergreenForest,2017-05-17T00:00:00Z,TALL_009 TALL.2017.18,TALL_009.S.20170517,l/M16YIQdhkJt+ncCGAMR2w4oeKfM1VPDIrUvB1AZAw=,ANIMER2,1
TALL_009,evergreenForest,2017-05-17T00:00:00Z,TALL_009 TALL.2017.18,TALL_009.N.20170517,l/M16YIQdhmUTtcma35Sr7y0lCMAV/Erc29QnGxNeAg=,ANIMER2,2
TALL_009,evergreenForest,2017-05-17T00:00:00Z,TALL_009 TALL.2017.18,TALL_009.N.20170517,l/M16YIQdhmUTtcma35Sr7y0lCMAV/Erc29QnGxNeAg=,ANIMER2,2
TALL_009,evergreenForest,2017-05-17T00:00:00Z,TALL_009 TALL.2017.18,TALL_009.N.20170517,l/M16YIQdhmUTtcma35SrzvFeOD7Pgzqc6Q3u66FYzs=,SELOPA,1
TALL_009,evergreenForest,2017-05-17T00:00:00Z,TALL_009 TALL.2017.18,TALL_009.W.20170517,l/M16YIQdhm+qJ928YSWhbPoEAUVMjj146fygM5wsyM=,TETINT,2
TALL_009,evergreenForest,2017-05-17T00:00:00Z,TALL_009 TALL.2017.18,TALL_009.W.20170517,l/M16YIQdhm+qJ928YSWhbPoEAUVMjj146fygM5wsyM=,TETINT,2
TALL_005,mixedForest,2017-05-31T00:00:00Z,TALL_005 TALL.2017.20,TALL_005.W.20170531,t0MQRG9cttkTXzAl/hWCZ676XMenzj2huZzV41bqyAI=,CYCCON2,1
TALL_006,evergreenForest,2017-05-31T00:00:00Z,TALL_006 TALL.2017.20,TALL_006.S.20170531,GF+klScYxlN6ZJeevSWgnhBzeRDIEtR96/6Nmn/fnTU=,CYCFRE,1
TALL_009,evergreenForest,2017-05-31T00:00:00Z,TALL_009 TALL.2017.20,TALL_009.W.20170531,l/M16YIQdhm+qJ928YSWhfKf5ZX4HLfkSNSA7pFckPo=,ANIMER2,1
TALL_009,evergreenForest,2017-05-31T00:00:00Z,TALL_009 TALL.2017.20,TALL_009.W.20170531,l/M16YIQdhm+qJ928YSWhatL67dPK55PFo1tMq2muAs=,ELAGRA,1
TALL_009,evergreenForest,2017-05-31T00:00:00Z,TALL_009 TALL.2017.20,TALL_009.N.20170531,l/M16YIQdhmUTtcma35Sr+zSxgR2u+KVF45mVIjCFpM=,SELOPA,3
TALL_009,evergreenForest,2017-05-31T00:00:00Z,TALL_009 TALL.2017.20,TALL_009.N.20170531,l/M16YIQdhmUTtcma35Sr+zSxgR2u+KVF45mVIjCFpM=,SELOPA,3
TALL_009,evergreenForest,2017-05-31T00:00:00Z,TALL_009 TALL.2017.20,TALL_009.N.20170531,l/M16YIQdhmUTtcma35Sr+zSxgR2u+KVF45mVIjCFpM=,SELOPA,3
TALL_001,deciduousForest,2017-05-31T00:00:00Z,TALL_001 TALL.2017.20,TALL_001.N.20170531,oBD9lvhf20ngJSwBNJOh/IfGh58WSwRzXw0SRAuJjZ0=,CYCCON2,1
TALL_006,evergreenForest,2017-05-31T00:00:00Z,TALL_006 TALL.2017.20,TALL_006.E.20170531,GF+klScYxlO0qFXy9P4CVX05bma5TnGFJqxgawLdiGs=,SELOPA,1
TALL_003,mixedForest,2017-05-31T00:00:00Z,TALL_003 TALL.2017.20,TALL_003.W.20170531,M7Kgwa5WKWpZLczAUhfq1ZUIakgtMFDLd2DHFA1lJw8=,ANIMER2,2
TALL_003,mixedForest,2017-05-31T00:00:00Z,TALL_003 TALL.2017.20,TALL_003.W.20170531,M7Kgwa5WKWpZLczAUhfq1ZUIakgtMFDLd2DHFA1lJw8=,ANIMER2,2
TALL_007,deciduousForest,2017-05-31T00:00:00Z,TALL_007 TALL.2017.20,TALL_007.S.20170531,dCnpKCfrHjPHG9EqrFi8YUrkdPZ4VcKWYi6G2xVRxGE=,SCAUNI1,1
TALL_009,evergreenForest,2017-06-14T00:00:00Z,TALL_009 TALL.2017.22,TALL_009.N.20170614,l/M16YIQdhmUTtcma35SryW8BXi6cY6iLvGNHuh18uo=,ANIMER2,1
TALL_002,mixedForest,2017-06-14T00:00:00Z,TALL_002 TALL.2017.22,TALL_002.S.20170614,GD+N/FshctykdxqAmOLLMOvG+4wnaFaDlqJrvvp1kiA=,DICDIL5,1
TALL_003,mixedForest,2017-06-14T00:00:00Z,TALL_003 TALL.2017.22,TALL_003.S.20170614,M7Kgwa5WKWpNhOUcK/Oily88rvLwn65T85ciBJ5jzUc=,ANIMER2,1
TALL_009,evergreenForest,2017-06-14T00:00:00Z,TALL_009 TALL.2017.22,TALL_009.S.20170614,l/M16YIQdhkJt+ncCGAMRwWHzFe3qmG+pzusq3SA9Ck=,SELOPA,1
TALL_009,evergreenForest,2017-06-14T00:00:00Z,TALL_009 TALL.2017.22,TALL_009.S.20170614,l/M16YIQdhkJt+ncCGAMR8AvsL95q5dDM54yX1sDG6o=,ANIMER2,1
TALL_009,evergreenForest,2017-06-14T00:00:00Z,TALL_009 TALL.2017.22,TALL_009.W.20170614,l/M16YIQdhm+qJ928YSWhZO73vrXsLaO89pJmvXs3b8=,ANIMER2,5
TALL_009,evergreenForest,2017-06-14T00:00:00Z,TALL_009 TALL.2017.22,TALL_009.W.20170614,l/M16YIQdhm+qJ928YSWhZO73vrXsLaO89pJmvXs3b8=,ANIMER2,5
TALL_009,evergreenForest,2017-06-14T00:00:00Z,TALL_009 TALL.2017.22,TALL_009.W.20170614,l/M16YIQdhm+qJ928YSWhZO73vrXsLaO89pJmvXs3b8=,ANIMER2,5
TALL_009,evergreenForest,2017-06-14T00:00:00Z,TALL_009 TALL.2017.22,TALL_009.W.20170614,l/M16YIQdhm+qJ928YSWhZO73vrXsLaO89pJmvXs3b8=,ANIMER2,5
TALL_009,evergreenForest,2017-06-14T00:00:00Z,TALL_009 TALL.2017.22,TALL_009.W.20170614,l/M16YIQdhm+qJ928YSWhZO73vrXsLaO89pJmvXs3b8=,ANIMER2,5
TALL_009,evergreenForest,2017-06-14T00:00:00Z,TALL_009 TALL.2017.22,TALL_009.W.20170614,l/M16YIQdhm+qJ928YSWhaDcVc78OEJrhzD/I2cUqng=,SELELL,1
TALL_001,deciduousForest,2017-06-14T00:00:00Z,TALL_001 TALL.2017.22,TALL_001.N.20170614,oBD9lvhf20ngJSwBNJOh/PUtCX/AdyEJVLjX8UrzLUo=,CYLUNI,1
TALL_003,mixedForest,2017-06-14T00:00:00Z,TALL_003 TALL.2017.22,TALL_003.E.20170614,M7Kgwa5WKWrnjZxqon/mn4UtDXnfpomT4GnWQFbMCKg=,ANIMER2,1
TALL_001,deciduousForest,2017-06-14T00:00:00Z,TALL_001 TALL.2017.22,TALL_001.S.20170614,oBD9lvhf20k7o+euzZn8SWqj/DGOKeFn9OCC0i0k0M8=,PASPUN,1
TALL_001,deciduousForest,2017-06-28T00:00:00Z,TALL_001 TALL.2017.24,TALL_001.E.20170628,oBD9lvhf20lpvkVKuIGk14U4vOLJMBwILHfu3q/ApO0=,CYCCON2,1
TALL_003,mixedForest,2017-06-28T00:00:00Z,TALL_003 TALL.2017.24,TALL_003.W.20170628,M7Kgwa5WKWpZLczAUhfq1Y6o0wUGabGcgSZR92AOMB4=,ACUTES,1
TALL_001,deciduousForest,2017-06-28T00:00:00Z,TALL_001 TALL.2017.24,TALL_001.S.20170628,oBD9lvhf20k7o+euzZn8SSf6gJthNNrp1dEXNoid4JM=,CYCCON2,1
TALL_001,deciduousForest,2017-06-28T00:00:00Z,TALL_001 TALL.2017.24,TALL_001.N.20170628,oBD9lvhf20ngJSwBNJOh/GNfH1FdXjU3rSdW1GlqM8c=,CYCCON2,1
TALL_006,evergreenForest,2017-06-28T00:00:00Z,TALL_006 TALL.2017.24,TALL_006.S.20170628,GF+klScYxlN6ZJeevSWgniqh7voO8fjDv9dw47P/w1M=,DICFUR1,1
TALL_003,mixedForest,2017-06-28T00:00:00Z,TALL_003 TALL.2017.24,TALL_003.S.20170628,M7Kgwa5WKWpNhOUcK/Oil+56edwArIRhwGYmN0m4sMk=,AGOCON,1
TALL_003,mixedForest,2017-06-28T00:00:00Z,TALL_003 TALL.2017.24,TALL_003.S.20170628,M7Kgwa5WKWpNhOUcK/Oil+vISh29U1wGO1rqqhXVhCs=,ELAGRA,1
TALL_002,mixedForest,2017-06-28T00:00:00Z,TALL_002 TALL.2017.24,TALL_002.N.20170628,GD+N/FshctyUIHxg20PoNXkbxhockjjOIXpVQRaE9jk=,CLIBAL,1
TALL_008,deciduousForest,2017-07-12T00:00:00Z,TALL_008 TALL.2017.26,TALL_008.W.20170712,ohyOCuNZZNGt2t2Y42v19cExYZ3geYe+m/W7lKWBE4A=,DICFUR1,1
TALL_009,evergreenForest,2017-07-12T00:00:00Z,TALL_009 TALL.2017.26,TALL_009.W.20170712,l/M16YIQdhm+qJ928YSWhcAjBphmubApxE9ZBSsWpvI=,ANIMER2,1
TALL_009,evergreenForest,2017-07-12T00:00:00Z,TALL_009 TALL.2017.26,TALL_009.W.20170712,l/M16YIQdhm+qJ928YSWhVAjX6DI3tNtFzMNwQaYFGk=,ELAGRA,2
TALL_009,evergreenForest,2017-07-12T00:00:00Z,TALL_009 TALL.2017.26,TALL_009.W.20170712,l/M16YIQdhm+qJ928YSWhVAjX6DI3tNtFzMNwQaYFGk=,ELAGRA,2
TALL_003,mixedForest,2017-07-12T00:00:00Z,TALL_003 TALL.2017.26,TALL_003.E.20170712,M7Kgwa5WKWrnjZxqon/mn+frXejjRoq4D1v4ookU3hY=,ANIMER2,1
TALL_003,mixedForest,2017-07-12T00:00:00Z,TALL_003 TALL.2017.26,TALL_003.S.20170712,M7Kgwa5WKWpNhOUcK/Oil4ecw8H+XZ1pH76dGuoxWRM=,TETVIR,1
TALL_003,mixedForest,2017-07-12T00:00:00Z,TALL_003 TALL.2017.26,TALL_003.S.20170712,M7Kgwa5WKWpNhOUcK/Oil9KOElEVFt1cWLPUdrvk0no=,ANIMER2,3
TALL_003,mixedForest,2017-07-12T00:00:00Z,TALL_003 TALL.2017.26,TALL_003.S.20170712,M7Kgwa5WKWpNhOUcK/Oil9KOElEVFt1cWLPUdrvk0no=,ANIMER2,3
TALL_003,mixedForest,2017-07-12T00:00:00Z,TALL_003 TALL.2017.26,TALL_003.S.20170712,M7Kgwa5WKWpNhOUcK/Oil9KOElEVFt1cWLPUdrvk0no=,ANIMER2,3
TALL_003,mixedForest,2017-07-12T00:00:00Z,TALL_003 TALL.2017.26,TALL_003.S.20170712,M7Kgwa5WKWpNhOUcK/Oil/hEDirsMMK6FOicHiTFYaw=,TETINT,2
TALL_003,mixedForest,2017-07-12T00:00:00Z,TALL_003 TALL.2017.26,TALL_003.S.20170712,M7Kgwa5WKWpNhOUcK/Oil/hEDirsMMK6FOicHiTFYaw=,TETINT,2
TALL_003,mixedForest,2017-07-12T00:00:00Z,TALL_003 TALL.2017.26,TALL_003.S.20170712,M7Kgwa5WKWpNhOUcK/Oil6yk+W8aQzzHiKuXZpT3KfU=,AGOCON,2
TALL_003,mixedForest,2017-07-12T00:00:00Z,TALL_003 TALL.2017.26,TALL_003.S.20170712,M7Kgwa5WKWpNhOUcK/Oil6yk+W8aQzzHiKuXZpT3KfU=,AGOCON,2
TALL_003,mixedForest,2017-07-12T00:00:00Z,TALL_003 TALL.2017.26,TALL_003.S.20170712,M7Kgwa5WKWpNhOUcK/Oilw/Kv3aWAP7aJmyOWztAb1U=,SELELL,1
