plotIDeventID,plotID,sampleID,nlcdClass,individualID,collectDate,subsampleID,taxonID.y,individualCount
HARV_004 HARV.2014.31,HARV_004,HARV_004.S.20140812,mixedForest,NEON.BET.D01.001463,2014-08-12T00:00:00Z,tDzbpJ00aa/zyJwOuwJlPPcxl+S4lew5nyz+AXs978k=,SYNIMP,2
HARV_022 HARV.2014.31,HARV_022,HARV_022.S.20140812,evergreenForest,NEON.BET.D01.001578,2014-08-12T00:00:00Z,vt05/1/XT7Mj0VXjR1GssGTAqs5hGcuJp3sWcn0r22c=,SYNIMP,2
HARV_022 HARV.2014.31,HARV_022,HARV_022.S.20140812,evergreenForest,NEON.BET.D01.001578,2014-08-12T00:00:00Z,vt05/1/XT7Mj0VXjR1GssGTAqs5hGcuJp3sWcn0r22c=,SYNIMP,2
HARV_021 HARV.2014.31,HARV_021,HARV_021.S.20140812,evergreenForest,NEON.BET.D01.000750,2014-08-12T00:00:00Z,oYoMzXfFrZ++WC5a6fKqnDACZfsG9fxoBlRIcg8Va58=,PTETRI3,1
HARV_014 HARV.2014.31,HARV_014,HARV_014.S.20140812,mixedForest,NEON.BET.D01.000720,2014-08-12T00:00:00Z,fgSm0hTlsCA/PZi/MN4yJtrDaf2sqs6duaQto1TbfDg=,PTETRI3,5
HARV_014 HARV.2014.31,HARV_014,HARV_014.S.20140812,mixedForest,NEON.BET.D01.000720,2014-08-12T00:00:00Z,fgSm0hTlsCA/PZi/MN4yJtrDaf2sqs6duaQto1TbfDg=,PTETRI3,5
HARV_014 HARV.2014.31,HARV_014,HARV_014.S.20140812,mixedForest,NEON.BET.D01.000720,2014-08-12T00:00:00Z,fgSm0hTlsCA/PZi/MN4yJtrDaf2sqs6duaQto1TbfDg=,PTETRI3,5
HARV_014 HARV.2014.31,HARV_014,HARV_014.S.20140812,mixedForest,NEON.BET.D01.000720,2014-08-12T00:00:00Z,fgSm0hTlsCA/PZi/MN4yJtrDaf2sqs6duaQto1TbfDg=,PTETRI3,5
HARV_014 HARV.2014.31,HARV_014,HARV_014.S.20140812,mixedForest,NEON.BET.D01.000720,2014-08-12T00:00:00Z,fgSm0hTlsCA/PZi/MN4yJtrDaf2sqs6duaQto1TbfDg=,PTETRI3,5
HARV_010 HARV.2014.31,HARV_010,HARV_010.S.20140812,mixedForest,NEON.BET.D01.000694,2014-08-12T00:00:00Z,IKTBBoKzvacrn0efh/sDpY2aOw7tN6HJY9Sg4XqIosU=,CARGOR,6
HARV_010 HARV.2014.31,HARV_010,HARV_010.S.20140812,mixedForest,NEON.BET.D01.000694,2014-08-12T00:00:00Z,IKTBBoKzvacrn0efh/sDpY2aOw7tN6HJY9Sg4XqIosU=,CARGOR,6
HARV_010 HARV.2014.31,HARV_010,HARV_010.S.20140812,mixedForest,NEON.BET.D01.000694,2014-08-12T00:00:00Z,IKTBBoKzvacrn0efh/sDpY2aOw7tN6HJY9Sg4XqIosU=,CARGOR,6
HARV_010 HARV.2014.31,HARV_010,HARV_010.S.20140812,mixedForest,NEON.BET.D01.000694,2014-08-12T00:00:00Z,IKTBBoKzvacrn0efh/sDpY2aOw7tN6HJY9Sg4XqIosU=,CARGOR,6
HARV_010 HARV.2014.31,HARV_010,HARV_010.S.20140812,mixedForest,NEON.BET.D01.000694,2014-08-12T00:00:00Z,IKTBBoKzvacrn0efh/sDpY2aOw7tN6HJY9Sg4XqIosU=,CARGOR,6
HARV_010 HARV.2014.31,HARV_010,HARV_010.S.20140812,mixedForest,NEON.BET.D01.000694,2014-08-12T00:00:00Z,IKTBBoKzvacrn0efh/sDpY2aOw7tN6HJY9Sg4XqIosU=,CARGOR,6
HARV_005 HARV.2014.31,HARV_005,HARV_005.S.20140812,deciduousForest,NEON.BET.D01.001508,2014-08-12T00:00:00Z,VYbX3k7w1waC8I6529EzHKCfmfKWg9p6FmFw63Co+oI=,SYNIMP,3
HARV_005 HARV.2014.31,HARV_005,HARV_005.S.20140812,deciduousForest,NEON.BET.D01.001508,2014-08-12T00:00:00Z,VYbX3k7w1waC8I6529EzHKCfmfKWg9p6FmFw63Co+oI=,SYNIMP,3
HARV_005 HARV.2014.31,HARV_005,HARV_005.S.20140812,deciduousForest,NEON.BET.D01.001508,2014-08-12T00:00:00Z,VYbX3k7w1waC8I6529EzHKCfmfKWg9p6FmFw63Co+oI=,SYNIMP,3
HARV_002 HARV.2014.31,HARV_002,HARV_002.S.20140812,deciduousForest,NEON.BET.D01.000760,2014-08-12T00:00:00Z,aC3QojVI9exo0TY8+5VOW7eV7cUNoZPnSeNwL4gZ8cU=,PTETRI3,2
HARV_002 HARV.2014.31,HARV_002,HARV_002.S.20140812,deciduousForest,NEON.BET.D01.000760,2014-08-12T00:00:00Z,aC3QojVI9exo0TY8+5VOW7eV7cUNoZPnSeNwL4gZ8cU=,PTETRI3,2
HARV_004 HARV.2014.31,HARV_004,HARV_004.W.20140812,mixedForest,NEON.BET.D01.001493,2014-08-12T00:00:00Z,tDzbpJ00aa8Swwm3k/aigf4FDMPn67tnR96aBhgT8P4=,SYNIMP,1
HARV_005 HARV.2014.31,HARV_005,HARV_005.W.20140812,deciduousForest,NEON.BET.D01.000714,2014-08-12T00:00:00Z,VYbX3k7w1wbjKhEQl8hrxpoItGeZxd6dhDTAJyetXGc=,CARGOR,2
HARV_005 HARV.2014.31,HARV_005,HARV_005.W.20140812,deciduousForest,NEON.BET.D01.000714,2014-08-12T00:00:00Z,VYbX3k7w1wbjKhEQl8hrxpoItGeZxd6dhDTAJyetXGc=,CARGOR,2
HARV_021 HARV.2014.31,HARV_021,HARV_021.W.20140812,evergreenForest,NEON.BET.D01.001007,2014-08-12T00:00:00Z,oYoMzXfFrZ8g9SNMrOlCiiIKq3Y9TGtA4T59SGI+3U0=,PTEPEN,1
HARV_006 HARV.2014.31,HARV_006,HARV_006.W.20140812,deciduousForest,NEON.BET.D01.000506,2014-08-12T00:00:00Z,nqQHSOkEpR3mbGHhpvLxK4VgdHM/GRIBHqKcJu2RPlw=,CARSER,1
HARV_002 HARV.2014.31,HARV_002,HARV_002.W.20140812,deciduousForest,NEON.BET.D01.000514,2014-08-12T00:00:00Z,aC3QojVI9exXjZGUGaSAV392PLsDdj2sSlznLki2swU=,CARSER,1
HARV_010 HARV.2014.31,HARV_010,HARV_010.W.20140812,mixedForest,NEON.BET.D01.000478,2014-08-12T00:00:00Z,IKTBBoKzvadJjwMqYpcrkllncf/crL2qqtdWoRVzh0I=,SPHCAN,2
HARV_010 HARV.2014.31,HARV_010,HARV_010.W.20140812,mixedForest,NEON.BET.D01.000478,2014-08-12T00:00:00Z,IKTBBoKzvadJjwMqYpcrkllncf/crL2qqtdWoRVzh0I=,SPHCAN,2
HARV_014 HARV.2014.31,HARV_014,HARV_014.W.20140812,mixedForest,NEON.BET.D01.000702,2014-08-12T00:00:00Z,fgSm0hTlsCBYeQ3CNUrKJbaocoB3fwSnWXciFcITRKQ=,CARGOR,7
HARV_014 HARV.2014.31,HARV_014,HARV_014.W.20140812,mixedForest,NEON.BET.D01.000702,2014-08-12T00:00:00Z,fgSm0hTlsCBYeQ3CNUrKJbaocoB3fwSnWXciFcITRKQ=,CARGOR,7
HARV_014 HARV.2014.31,HARV_014,HARV_014.W.20140812,mixedForest,NEON.BET.D01.000702,2014-08-12T00:00:00Z,fgSm0hTlsCBYeQ3CNUrKJbaocoB3fwSnWXciFcITRKQ=,CARGOR,7
HARV_014 HARV.2014.31,HARV_014,HARV_014.W.20140812,mixedForest,NEON.BET.D01.000702,2014-08-12T00:00:00Z,fgSm0hTlsCBYeQ3CNUrKJbaocoB3fwSnWXciFcITRKQ=,CARGOR,7
HARV_014 HARV.2014.31,HARV_014,HARV_014.W.20140812,mixedForest,NEON.BET.D01.000702,2014-08-12T00:00:00Z,fgSm0hTlsCBYeQ3CNUrKJbaocoB3fwSnWXciFcITRKQ=,CARGOR,7
HARV_014 HARV.2014.31,HARV_014,HARV_014.W.20140812,mixedForest,NEON.BET.D01.000702,2014-08-12T00:00:00Z,fgSm0hTlsCBYeQ3CNUrKJbaocoB3fwSnWXciFcITRKQ=,CARGOR,7
HARV_014 HARV.2014.31,HARV_014,HARV_014.W.20140812,mixedForest,NEON.BET.D01.000702,2014-08-12T00:00:00Z,fgSm0hTlsCBYeQ3CNUrKJbaocoB3fwSnWXciFcITRKQ=,CARGOR,7
HARV_014 HARV.2014.33,HARV_014,HARV_014.E.20140826,mixedForest,NEON.BET.D01.000773,2014-08-26T00:00:00Z,fgSm0hTlsCDDXWn/GXeRlj/nhLOIrGr2elj91CVpFgo=,PTETRI3,1
HARV_004 HARV.2014.33,HARV_004,HARV_004.E.20140826,mixedForest,NEON.BET.D01.001064,2014-08-26T00:00:00Z,tDzbpJ00aa+ALEi0OuDBPIV7TH31+Mtcw73n+RagDVc=,PTEPEN,2
HARV_004 HARV.2014.33,HARV_004,HARV_004.E.20140826,mixedForest,NEON.BET.D01.001064,2014-08-26T00:00:00Z,tDzbpJ00aa+ALEi0OuDBPIV7TH31+Mtcw73n+RagDVc=,PTEPEN,2
HARV_010 HARV.2014.33,HARV_010,HARV_010.E.20140826,mixedForest,NEON.BET.D01.000901,2014-08-26T00:00:00Z,IKTBBoKzvadbvNBVYy8rQJdlom2C0K/F1OWC1jAICBM=,PTETRI3,4
HARV_010 HARV.2014.33,HARV_010,HARV_010.E.20140826,mixedForest,NEON.BET.D01.000901,2014-08-26T00:00:00Z,IKTBBoKzvadbvNBVYy8rQJdlom2C0K/F1OWC1jAICBM=,PTETRI3,4
HARV_010 HARV.2014.33,HARV_010,HARV_010.E.20140826,mixedForest,NEON.BET.D01.000901,2014-08-26T00:00:00Z,IKTBBoKzvadbvNBVYy8rQJdlom2C0K/F1OWC1jAICBM=,PTETRI3,4
HARV_010 HARV.2014.33,HARV_010,HARV_010.E.20140826,mixedForest,NEON.BET.D01.000901,2014-08-26T00:00:00Z,IKTBBoKzvadbvNBVYy8rQJdlom2C0K/F1OWC1jAICBM=,PTETRI3,4
HARV_005 HARV.2014.33,HARV_005,HARV_005.E.20140826,deciduousForest,NEON.BET.D01.001158,2014-08-26T00:00:00Z,VYbX3k7w1waMBrsz1bzC9BoEn3gO/KsQBQNzP+ohC60=,SYNIMP,10
HARV_005 HARV.2014.33,HARV_005,HARV_005.E.20140826,deciduousForest,NEON.BET.D01.001158,2014-08-26T00:00:00Z,VYbX3k7w1waMBrsz1bzC9BoEn3gO/KsQBQNzP+ohC60=,SYNIMP,10
HARV_005 HARV.2014.33,HARV_005,HARV_005.E.20140826,deciduousForest,NEON.BET.D01.001158,2014-08-26T00:00:00Z,VYbX3k7w1waMBrsz1bzC9BoEn3gO/KsQBQNzP+ohC60=,SYNIMP,10
HARV_005 HARV.2014.33,HARV_005,HARV_005.E.20140826,deciduousForest,NEON.BET.D01.001158,2014-08-26T00:00:00Z,VYbX3k7w1waMBrsz1bzC9BoEn3gO/KsQBQNzP+ohC60=,SYNIMP,10
HARV_005 HARV.2014.33,HARV_005,HARV_005.E.20140826,deciduousForest,NEON.BET.D01.001158,2014-08-26T00:00:00Z,VYbX3k7w1waMBrsz1bzC9BoEn3gO/KsQBQNzP+ohC60=,SYNIMP,10
HARV_005 HARV.2014.33,HARV_005,HARV_005.E.20140826,deciduousForest,NEON.BET.D01.001158,2014-08-26T00:00:00Z,VYbX3k7w1waMBrsz1bzC9BoEn3gO/KsQBQNzP+ohC60=,SYNIMP,10
HARV_005 HARV.2014.33,HARV_005,HARV_005.E.20140826,deciduousForest,NEON.BET.D01.001158,2014-08-26T00:00:00Z,VYbX3k7w1waMBrsz1bzC9BoEn3gO/KsQBQNzP+ohC60=,SYNIMP,10
HARV_005 HARV.2014.33,HARV_005,HARV_005.E.20140826,deciduousForest,NEON.BET.D01.001158,2014-08-26T00:00:00Z,VYbX3k7w1waMBrsz1bzC9BoEn3gO/KsQBQNzP+ohC60=,SYNIMP,10
HARV_005 HARV.2014.33,HARV_005,HARV_005.E.20140826,deciduousForest,NEON.BET.D01.001158,2014-08-26T00:00:00Z,VYbX3k7w1waMBrsz1bzC9BoEn3gO/KsQBQNzP+ohC60=,SYNIMP,10
HARV_005 HARV.2014.33,HARV_005,HARV_005.E.20140826,deciduousForest,NEON.BET.D01.001158,2014-08-26T00:00:00Z,VYbX3k7w1waMBrsz1bzC9BoEn3gO/KsQBQNzP+ohC60=,SYNIMP,10
HARV_001 HARV.2014.33,HARV_001,HARV_001.E.20140826,deciduousForest,NEON.BET.D01.000915,2014-08-26T00:00:00Z,Lp8M7PrSWwBGmUtwWh0x654WExQk+MUrXo9w7+OwpjY=,PTETRI3,2
HARV_001 HARV.2014.33,HARV_001,HARV_001.E.20140826,deciduousForest,NEON.BET.D01.000915,2014-08-26T00:00:00Z,Lp8M7PrSWwBGmUtwWh0x654WExQk+MUrXo9w7+OwpjY=,PTETRI3,2
HARV_006 HARV.2014.33,HARV_006,HARV_006.E.20140826,deciduousForest,NEON.BET.D01.001336,2014-08-26T00:00:00Z,nqQHSOkEpR0Th/chs7FBQT7VDCOBa/utnWcdZrGIHVE=,SYNIMP,7
HARV_006 HARV.2014.33,HARV_006,HARV_006.E.20140826,deciduousForest,NEON.BET.D01.001336,2014-08-26T00:00:00Z,nqQHSOkEpR0Th/chs7FBQT7VDCOBa/utnWcdZrGIHVE=,SYNIMP,7
HARV_006 HARV.2014.33,HARV_006,HARV_006.E.20140826,deciduousForest,NEON.BET.D01.001336,2014-08-26T00:00:00Z,nqQHSOkEpR0Th/chs7FBQT7VDCOBa/utnWcdZrGIHVE=,SYNIMP,7
HARV_006 HARV.2014.33,HARV_006,HARV_006.E.20140826,deciduousForest,NEON.BET.D01.001336,2014-08-26T00:00:00Z,nqQHSOkEpR0Th/chs7FBQT7VDCOBa/utnWcdZrGIHVE=,SYNIMP,7
HARV_006 HARV.2014.33,HARV_006,HARV_006.E.20140826,deciduousForest,NEON.BET.D01.001336,2014-08-26T00:00:00Z,nqQHSOkEpR0Th/chs7FBQT7VDCOBa/utnWcdZrGIHVE=,SYNIMP,7
HARV_006 HARV.2014.33,HARV_006,HARV_006.E.20140826,deciduousForest,NEON.BET.D01.001336,2014-08-26T00:00:00Z,nqQHSOkEpR0Th/chs7FBQT7VDCOBa/utnWcdZrGIHVE=,SYNIMP,7
HARV_006 HARV.2014.33,HARV_006,HARV_006.E.20140826,deciduousForest,NEON.BET.D01.001336,2014-08-26T00:00:00Z,nqQHSOkEpR0Th/chs7FBQT7VDCOBa/utnWcdZrGIHVE=,SYNIMP,7
HARV_002 HARV.2014.33,HARV_002,HARV_002.E.20140826,deciduousForest,NEON.BET.D01.000946,2014-08-26T00:00:00Z,aC3QojVI9eyZbWG6CZ365HVuLGwn8ciuQ7EKJ35Ty38=,PTETRI3,1
HARV_021 HARV.2014.33,HARV_021,HARV_021.E.20140826,evergreenForest,NEON.BET.D01.000757,2014-08-26T00:00:00Z,oYoMzXfFrZ+SkBbZ0AwklvAbmxMC+Cxovj1Q2pkVrwg=,PTETRI3,1
HARV_022 HARV.2014.33,HARV_022,HARV_022.E.20140826,evergreenForest,NEON.BET.D01.000715,2014-08-26T00:00:00Z,vt05/1/XT7MkAM23kP6mBdqnzINC3AEQTUuAxyhkEeg=,PTETRI3,1
HARV_010 HARV.2014.33,HARV_010,HARV_010.N.20140826,mixedForest,NEON.BET.D01.000888,2014-08-26T00:00:00Z,IKTBBoKzvaepc0PVyW/09QOzlbKM/MLqpW5gwHYV3J0=,PTETRI3,1
HARV_014 HARV.2014.33,HARV_014,HARV_014.N.20140826,mixedForest,NEON.BET.D01.000762,2014-08-26T00:00:00Z,fgSm0hTlsCB4T9kEkLMcBULcDRqtbX9CypimDJnCDD8=,PTETRI3,3
HARV_014 HARV.2014.33,HARV_014,HARV_014.N.20140826,mixedForest,NEON.BET.D01.000762,2014-08-26T00:00:00Z,fgSm0hTlsCB4T9kEkLMcBULcDRqtbX9CypimDJnCDD8=,PTETRI3,3
HARV_014 HARV.2014.33,HARV_014,HARV_014.N.20140826,mixedForest,NEON.BET.D01.000762,2014-08-26T00:00:00Z,fgSm0hTlsCB4T9kEkLMcBULcDRqtbX9CypimDJnCDD8=,PTETRI3,3
HARV_005 HARV.2014.33,HARV_005,HARV_005.N.20140826,deciduousForest,NEON.BET.D01.001114,2014-08-26T00:00:00Z,VYbX3k7w1wYXHhCe+HJ+XOXxnx80RaijUOa+Kxtr3gU=,PTECOR1,4
HARV_005 HARV.2014.33,HARV_005,HARV_005.N.20140826,deciduousForest,NEON.BET.D01.001114,2014-08-26T00:00:00Z,VYbX3k7w1wYXHhCe+HJ+XOXxnx80RaijUOa+Kxtr3gU=,PTECOR1,4
HARV_005 HARV.2014.33,HARV_005,HARV_005.N.20140826,deciduousForest,NEON.BET.D01.001114,2014-08-26T00:00:00Z,VYbX3k7w1wYXHhCe+HJ+XOXxnx80RaijUOa+Kxtr3gU=,PTECOR1,4
HARV_005 HARV.2014.33,HARV_005,HARV_005.N.20140826,deciduousForest,NEON.BET.D01.001114,2014-08-26T00:00:00Z,VYbX3k7w1wYXHhCe+HJ+XOXxnx80RaijUOa+Kxtr3gU=,PTECOR1,4
HARV_004 HARV.2014.33,HARV_004,HARV_004.N.20140826,mixedForest,NEON.BET.D01.001000,2014-08-26T00:00:00Z,tDzbpJ00aa9wFsf5V0QL3/KIOqSx5m0YgHUyQOi9X5E=,PTEPEN,4
HARV_004 HARV.2014.33,HARV_004,HARV_004.N.20140826,mixedForest,NEON.BET.D01.001000,2014-08-26T00:00:00Z,tDzbpJ00aa9wFsf5V0QL3/KIOqSx5m0YgHUyQOi9X5E=,PTEPEN,4
HARV_004 HARV.2014.33,HARV_004,HARV_004.N.20140826,mixedForest,NEON.BET.D01.001000,2014-08-26T00:00:00Z,tDzbpJ00aa9wFsf5V0QL3/KIOqSx5m0YgHUyQOi9X5E=,PTEPEN,4
HARV_004 HARV.2014.33,HARV_004,HARV_004.N.20140826,mixedForest,NEON.BET.D01.001000,2014-08-26T00:00:00Z,tDzbpJ00aa9wFsf5V0QL3/KIOqSx5m0YgHUyQOi9X5E=,PTEPEN,4
HARV_002 HARV.2014.33,HARV_002,HARV_002.N.20140826,deciduousForest,NEON.BET.D01.000883,2014-08-26T00:00:00Z,aC3QojVI9exTZFTxtEl5z4blLUjywic9LQ3g5dorYNg=,PTETRI3,5
HARV_002 HARV.2014.33,HARV_002,HARV_002.N.20140826,deciduousForest,NEON.BET.D01.000883,2014-08-26T00:00:00Z,aC3QojVI9exTZFTxtEl5z4blLUjywic9LQ3g5dorYNg=,PTETRI3,5
HARV_002 HARV.2014.33,HARV_002,HARV_002.N.20140826,deciduousForest,NEON.BET.D01.000883,2014-08-26T00:00:00Z,aC3QojVI9exTZFTxtEl5z4blLUjywic9LQ3g5dorYNg=,PTETRI3,5
HARV_002 HARV.2014.33,HARV_002,HARV_002.N.20140826,deciduousForest,NEON.BET.D01.000883,2014-08-26T00:00:00Z,aC3QojVI9exTZFTxtEl5z4blLUjywic9LQ3g5dorYNg=,PTETRI3,5
HARV_002 HARV.2014.33,HARV_002,HARV_002.N.20140826,deciduousForest,NEON.BET.D01.000883,2014-08-26T00:00:00Z,aC3QojVI9exTZFTxtEl5z4blLUjywic9LQ3g5dorYNg=,PTETRI3,5
HARV_021 HARV.2014.33,HARV_021,HARV_021.N.20140826,evergreenForest,NEON.BET.D01.000986,2014-08-26T00:00:00Z,oYoMzXfFrZ8FEjUM8kaa5xwR2U0OUFCNrC2Srjrlu9w=,PTETRI3,1
HARV_021 HARV.2014.33,HARV_021,HARV_021.S.20140826,evergreenForest,NEON.BET.D01.000804,2014-08-26T00:00:00Z,oYoMzXfFrZ++WC5a6fKqnMQe4dLQz9bE5D0UhL2INoY=,PTETRI3,1
HARV_004 HARV.2014.33,HARV_004,HARV_004.S.20140826,mixedForest,NEON.BET.D01.001450,2014-08-26T00:00:00Z,tDzbpJ00aa/zyJwOuwJlPC2xF5PTtbH1NG5QUHinfo8=,SYNIMP,3
HARV_004 HARV.2014.33,HARV_004,HARV_004.S.20140826,mixedForest,NEON.BET.D01.001450,2014-08-26T00:00:00Z,tDzbpJ00aa/zyJwOuwJlPC2xF5PTtbH1NG5QUHinfo8=,SYNIMP,3
HARV_004 HARV.2014.33,HARV_004,HARV_004.S.20140826,mixedForest,NEON.BET.D01.001450,2014-08-26T00:00:00Z,tDzbpJ00aa/zyJwOuwJlPC2xF5PTtbH1NG5QUHinfo8=,SYNIMP,3
HARV_001 HARV.2014.33,HARV_001,HARV_001.S.20140826,deciduousForest,NEON.BET.D01.001070,2014-08-26T00:00:00Z,Lp8M7PrSWwDJtioJpTlyq5b+nRsJM3JK3jguFTNz3us=,PTEPEN,2
HARV_001 HARV.2014.33,HARV_001,HARV_001.S.20140826,deciduousForest,NEON.BET.D01.001070,2014-08-26T00:00:00Z,Lp8M7PrSWwDJtioJpTlyq5b+nRsJM3JK3jguFTNz3us=,PTEPEN,2
HARV_010 HARV.2014.33,HARV_010,HARV_010.S.20140826,mixedForest,NEON.BET.D01.000596,2014-08-26T00:00:00Z,IKTBBoKzvacrn0efh/sDpeHpZ0kRMNnPbbZARZ13jts=,SPHSTE3,1
HARV_006 HARV.2014.33,HARV_006,HARV_006.S.20140826,deciduousForest,NEON.BET.D01.001247,2014-08-26T00:00:00Z,nqQHSOkEpR14MmWA8zouCAZh7X74p8E4a56ac9zl0zs=,SYNIMP,1
HARV_002 HARV.2014.33,HARV_002,HARV_002.S.20140826,deciduousForest,NEON.BET.D01.000748,2014-08-26T00:00:00Z,aC3QojVI9exo0TY8+5VOW67QI8SsL04zWgeCZHLvCjQ=,PTETRI3,3
HARV_002 HARV.2014.33,HARV_002,HARV_002.S.20140826,deciduousForest,NEON.BET.D01.000748,2014-08-26T00:00:00Z,aC3QojVI9exo0TY8+5VOW67QI8SsL04zWgeCZHLvCjQ=,PTETRI3,3
HARV_002 HARV.2014.33,HARV_002,HARV_002.S.20140826,deciduousForest,NEON.BET.D01.000748,2014-08-26T00:00:00Z,aC3QojVI9exo0TY8+5VOW67QI8SsL04zWgeCZHLvCjQ=,PTETRI3,3
HARV_013 HARV.2014.33,HARV_013,HARV_013.W.20140826,evergreenForest,NEON.BET.D01.001083,2014-08-26T00:00:00Z,lFumUD6T2rlcI69ZounPIkBBLcxZEmHTCUHAs3ml5dg=,PTEPEN,1
HARV_010 HARV.2014.33,HARV_010,HARV_010.W.20140826,mixedForest,NEON.BET.D01.001268,2014-08-26T00:00:00Z,IKTBBoKzvadJjwMqYpcrkn69g2s1yaDk07jJN3T/t2k=,SYNIMP,1
HARV_006 HARV.2014.33,HARV_006,HARV_006.W.20140826,deciduousForest,NEON.BET.D01.001457,2014-08-26T00:00:00Z,nqQHSOkEpR3mbGHhpvLxKzIXyqq4WJ9k3ip7cKPimq4=,SYNIMP,2
HARV_006 HARV.2014.33,HARV_006,HARV_006.W.20140826,deciduousForest,NEON.BET.D01.001457,2014-08-26T00:00:00Z,nqQHSOkEpR3mbGHhpvLxKzIXyqq4WJ9k3ip7cKPimq4=,SYNIMP,2
HARV_004 HARV.2014.33,HARV_004,HARV_004.W.20140826,mixedForest,NEON.BET.D01.000792,2014-08-26T00:00:00Z,tDzbpJ00aa8Swwm3k/aigcO7/MLplC9SBXyHxyhNDnk=,PTEPEN,3
HARV_004 HARV.2014.33,HARV_004,HARV_004.W.20140826,mixedForest,NEON.BET.D01.000792,2014-08-26T00:00:00Z,tDzbpJ00aa8Swwm3k/aigcO7/MLplC9SBXyHxyhNDnk=,PTEPEN,3
HARV_004 HARV.2014.33,HARV_004,HARV_004.W.20140826,mixedForest,NEON.BET.D01.000792,2014-08-26T00:00:00Z,tDzbpJ00aa8Swwm3k/aigcO7/MLplC9SBXyHxyhNDnk=,PTEPEN,3
HARV_022 HARV.2014.33,HARV_022,HARV_022.W.20140826,evergreenForest,NEON.BET.D01.000933,2014-08-26T00:00:00Z,vt05/1/XT7OWMlX7HNEWcYPFMIgjgsO8iElM0ngrbhk=,PTETRI3,1
HARV_005 HARV.2014.33,HARV_005,HARV_005.W.20140826,deciduousForest,NEON.BET.D01.001075,2014-08-26T00:00:00Z,VYbX3k7w1wbjKhEQl8hrxg9ou68fOXSIPkv1va207os=,PTEPEN,3
HARV_005 HARV.2014.33,HARV_005,HARV_005.W.20140826,deciduousForest,NEON.BET.D01.001075,2014-08-26T00:00:00Z,VYbX3k7w1wbjKhEQl8hrxg9ou68fOXSIPkv1va207os=,PTEPEN,3
HARV_005 HARV.2014.33,HARV_005,HARV_005.W.20140826,deciduousForest,NEON.BET.D01.001075,2014-08-26T00:00:00Z,VYbX3k7w1wbjKhEQl8hrxg9ou68fOXSIPkv1va207os=,PTEPEN,3
HARV_014 HARV.2014.33,HARV_014,HARV_014.W.20140826,mixedForest,NEON.BET.D01.001297,2014-08-26T00:00:00Z,fgSm0hTlsCBYeQ3CNUrKJTcrX5LlKOAbLWzJ6JTV8E4=,SYNIMP,11
HARV_014 HARV.2014.33,HARV_014,HARV_014.W.20140826,mixedForest,NEON.BET.D01.001297,2014-08-26T00:00:00Z,fgSm0hTlsCBYeQ3CNUrKJTcrX5LlKOAbLWzJ6JTV8E4=,SYNIMP,11
HARV_014 HARV.2014.33,HARV_014,HARV_014.W.20140826,mixedForest,NEON.BET.D01.001297,2014-08-26T00:00:00Z,fgSm0hTlsCBYeQ3CNUrKJTcrX5LlKOAbLWzJ6JTV8E4=,SYNIMP,11
HARV_014 HARV.2014.33,HARV_014,HARV_014.W.20140826,mixedForest,NEON.BET.D01.001297,2014-08-26T00:00:00Z,fgSm0hTlsCBYeQ3CNUrKJTcrX5LlKOAbLWzJ6JTV8E4=,SYNIMP,11
HARV_014 HARV.2014.33,HARV_014,HARV_014.W.20140826,mixedForest,NEON.BET.D01.001297,2014-08-26T00:00:00Z,fgSm0hTlsCBYeQ3CNUrKJTcrX5LlKOAbLWzJ6JTV8E4=,SYNIMP,11
HARV_014 HARV.2014.33,HARV_014,HARV_014.W.20140826,mixedForest,NEON.BET.D01.001297,2014-08-26T00:00:00Z,fgSm0hTlsCBYeQ3CNUrKJTcrX5LlKOAbLWzJ6JTV8E4=,SYNIMP,11
HARV_014 HARV.2014.33,HARV_014,HARV_014.W.20140826,mixedForest,NEON.BET.D01.001297,2014-08-26T00:00:00Z,fgSm0hTlsCBYeQ3CNUrKJTcrX5LlKOAbLWzJ6JTV8E4=,SYNIMP,11
HARV_014 HARV.2014.33,HARV_014,HARV_014.W.20140826,mixedForest,NEON.BET.D01.001297,2014-08-26T00:00:00Z,fgSm0hTlsCBYeQ3CNUrKJTcrX5LlKOAbLWzJ6JTV8E4=,SYNIMP,11
HARV_014 HARV.2014.33,HARV_014,HARV_014.W.20140826,mixedForest,NEON.BET.D01.001297,2014-08-26T00:00:00Z,fgSm0hTlsCBYeQ3CNUrKJTcrX5LlKOAbLWzJ6JTV8E4=,SYNIMP,11
HARV_014 HARV.2014.33,HARV_014,HARV_014.W.20140826,mixedForest,NEON.BET.D01.001297,2014-08-26T00:00:00Z,fgSm0hTlsCBYeQ3CNUrKJTcrX5LlKOAbLWzJ6JTV8E4=,SYNIMP,11
HARV_014 HARV.2014.33,HARV_014,HARV_014.W.20140826,mixedForest,NEON.BET.D01.001297,2014-08-26T00:00:00Z,fgSm0hTlsCBYeQ3CNUrKJTcrX5LlKOAbLWzJ6JTV8E4=,SYNIMP,11
HARV_021 HARV.2014.33,HARV_021,HARV_021.W.20140826,evergreenForest,NEON.BET.D01.000753,2014-08-26T00:00:00Z,oYoMzXfFrZ8g9SNMrOlCiv2PXujlsGKMq7zzbWFQo5k=,PTETRI3,2
